N (# of atoms):
51 Fe42 150.106 1.33263
51 Fe42 160.106 1.32827
51 Fe42 170.106 1.32386
51 Fe42 180.107 1.32037
51 Fe42 190.107 1.31557
51 Fe42 200.108 1.31171
51 Fe42 210.108 1.30564
51 Fe42 220.108 1.30151
51 Fe42 230.109 1.29756
51 Fe42 240.109 1.29318
51 Fe42 250.109 1.28748
51 Fe42 260.11 1.28321
51 Fe42 270.11 1.27919
51 Fe42 280.111 1.27373
51 Fe42 290.111 1.27091
51 Fe42 300.111 1.26564
51 Fe42 310.112 1.26053
51 Fe42 320.112 1.25603
51 Fe42 330.113 1.25429
51 Fe42 340.113 1.24917
51 Fe42 350.113 1.2452
51 Fe42 360.114 1.2409
51 Fe42 370.114 1.23744
51 Fe42 380.114 1.23226
51 Fe42 390.115 1.22969
51 Fe42 400.115 1.22553
51 Fe42 410.116 1.22253
51 Fe42 420.116 1.21989
51 Fe42 430.116 1.21523
51 Fe42 440.117 1.2136
51 Fe42 450.117 1.2117
51 Fe42 460.117 1.20862
51 Fe42 470.118 1.20377
51 Fe42 480.118 1.20243
51 Fe42 490.119 1.19932
T= 490.119 Sum_i(J(m_i, T))
   
52 Ni1 0.100004 0.0983397
52 Ni1 10.1004 0.0985354
52 Ni1 20.1008 0.100054
52 Ni1 30.1011 0.103013
52 Ni1 40.1015 0.106783
52 Ni1 50.1019 0.110157
52 Ni1 60.1023 0.113986
52 Ni1 70.1027 0.117552
52 Ni1 80.103 0.121075
52 Ni1 90.1034 0.124378
52 Ni1 100.104 0.127935
52 Ni1 110.104 0.131021
52 Ni1 120.105 0.133973
52 Ni1 130.105 0.136931
52 Ni1 140.105 0.140126
52 Ni1 150.106 0.14275
52 Ni1 160.106 0.145809
52 Ni1 170.106 0.148539
52 Ni1 180.107 0.150969
52 Ni1 190.107 0.153781
52 Ni1 200.108 0.155833
52 Ni1 210.108 0.158425
52 Ni1 220.108 0.160636
52 Ni1 230.109 0.163456
52 Ni1 240.109 0.165763
52 Ni1 250.109 0.167531
52 Ni1 260.11 0.169831
52 Ni1 270.11 0.172554
52 Ni1 280.111 0.174301
52 Ni1 290.111 0.176347
52 Ni1 300.111 0.178746
52 Ni1 310.112 0.180475
52 Ni1 320.112 0.182222
52 Ni1 330.113 0.184038
52 Ni1 340.113 0.186131
52 Ni1 350.113 0.188015
52 Ni1 360.114 0.190478
52 Ni1 370.114 0.192276
52 Ni1 380.114 0.193487
52 Ni1 390.115 0.195433
52 Ni1 400.115 0.197235
52 Ni1 410.116 0.199553
52 Ni1 420.116 0.200537
52 Ni1 430.116 0.202487
52 Ni1 440.117 0.203767
52 Ni1 450.117 0.205474
52 Ni1 460.117 0.207661
52 Ni1 470.118 0.208658
52 Ni1 480.118 0.21104
52 Ni1 490.119 0.212425
T= 490.119 Sum_i(J(m_i, T))
   
53 Ni2 0.100004 0.0485386
53 Ni2 10.1004 0.0541
53 Ni2 20.1008 0.0626145
53 Ni2 30.1011 0.0701396
53 Ni2 40.1015 0.0767019
53 Ni2 50.1019 0.0825775
53 Ni2 60.1023 0.0879147
53 Ni2 70.1027 0.093092
53 Ni2 80.103 0.0977468
53 Ni2 90.1034 0.102163
53 Ni2 100.104 0.10633
53 Ni2 110.104 0.110405
53 Ni2 120.105 0.114125
53 Ni2 130.105 0.117942
53 Ni2 140.105 0.121436
53 Ni2 150.106 0.124634
53 Ni2 160.106 0.127622
53 Ni2 170.106 0.131064
53 Ni2 180.107 0.134129
53 Ni2 190.107 0.137149
53 Ni2 200.108 0.139936
53 Ni2 210.108 0.142998
53 Ni2 220.108 0.145426
53 Ni2 230.109 0.148241
53 Ni2 240.109 0.150667
53 Ni2 250.109 0.153593
53 Ni2 260.11 0.155619
53 Ni2 270.11 0.158766
53 Ni2 280.111 0.160436
53 Ni2 290.111 0.162869
53 Ni2 300.111 0.165284
53 Ni2 310.112 0.16756
53 Ni2 320.112 0.169699
53 Ni2 330.113 0.171893
53 Ni2 340.113 0.173621
53 Ni2 350.113 0.176124
53 Ni2 360.114 0.178822
53 Ni2 370.114 0.179964
53 Ni2 380.114 0.18224
53 Ni2 390.115 0.184679
53 Ni2 400.115 0.18598
53 Ni2 410.116 0.188273
53 Ni2 420.116 0.189892
53 Ni2 430.116 0.191022
53 Ni2 440.117 0.193773
53 Ni2 450.117 0.195754
53 Ni2 460.117 0.197152
53 Ni2 470.118 0.198843
53 Ni2 480.118 0.200329
53 Ni2 490.119 0.202505
T= 490.119 Sum_i(J(m_i, T))
   
54 Ni3 0.100004 0.0666768
54 Ni3 10.1004 0.0686163
54 Ni3 20.1008 0.074098
54 Ni3 30.1011 0.080008
54 Ni3 40.1015 0.0856804
54 Ni3 50.1019 0.0907221
54 Ni3 60.1023 0.0955161
54 Ni3 70.1027 0.10006
54 Ni3 80.103 0.104194
54 Ni3 90.1034 0.108706
54 Ni3 100.104 0.112594
54 Ni3 110.104 0.116247
54 Ni3 120.105 0.119861
54 Ni3 130.105 0.123094
54 Ni3 140.105 0.126224
54 Ni3 150.106 0.129577
54 Ni3 160.106 0.132724
54 Ni3 170.106 0.135687
54 Ni3 180.107 0.138423
54 Ni3 190.107 0.141677
54 Ni3 200.108 0.144084
54 Ni3 210.108 0.146997
54 Ni3 220.108 0.149722
54 Ni3 230.109 0.152409
54 Ni3 240.109 0.154795
54 Ni3 250.109 0.156631
54 Ni3 260.11 0.159201
54 Ni3 270.11 0.16216
54 Ni3 280.111 0.16365
54 Ni3 290.111 0.166175
54 Ni3 300.111 0.168308
54 Ni3 310.112 0.170677
54 Ni3 320.112 0.172973
54 Ni3 330.113 0.175203
54 Ni3 340.113 0.177106
54 Ni3 350.113 0.178224
54 Ni3 360.114 0.18108
54 Ni3 370.114 0.183402
54 Ni3 380.114 0.185133
54 Ni3 390.115 0.186925
54 Ni3 400.115 0.188486
54 Ni3 410.116 0.190683
54 Ni3 420.116 0.192482
54 Ni3 430.116 0.194506
54 Ni3 440.117 0.196283
54 Ni3 450.117 0.197697
54 Ni3 460.117 0.199228
54 Ni3 470.118 0.201096
54 Ni3 480.118 0.202623
54 Ni3 490.119 0.203836
T= 490.119 Sum_i(J(m_i, T))
   
55 Ni4 0.100004 0.00413047
55 Ni4 10.1004 0.025579
55 Ni4 20.1008 0.035512
55 Ni4 30.1011 0.0432863
55 Ni4 40.1015 0.0497968
55 Ni4 50.1019 0.0554681
55 Ni4 60.1023 0.0606175
55 Ni4 70.1027 0.0655886
55 Ni4 80.103 0.0696724
55 Ni4 90.1034 0.0738865
55 Ni4 100.104 0.0781799
55 Ni4 110.104 0.0816209
55 Ni4 120.105 0.085185
55 Ni4 130.105 0.0885586
55 Ni4 140.105 0.0919383
55 Ni4 150.106 0.0950547
55 Ni4 160.106 0.0981036
55 Ni4 170.106 0.101255
55 Ni4 180.107 0.104339
55 Ni4 190.107 0.106979
55 Ni4 200.108 0.109368
55 Ni4 210.108 0.112147
55 Ni4 220.108 0.114577
55 Ni4 230.109 0.117101
55 Ni4 240.109 0.119839
55 Ni4 250.109 0.122216
55 Ni4 260.11 0.124645
55 Ni4 270.11 0.126494
55 Ni4 280.111 0.128756
55 Ni4 290.111 0.131331
55 Ni4 300.111 0.133848
55 Ni4 310.112 0.135824
55 Ni4 320.112 0.137456
55 Ni4 330.113 0.139879
55 Ni4 340.113 0.141918
55 Ni4 350.113 0.143811
55 Ni4 360.114 0.145416
55 Ni4 370.114 0.147475
55 Ni4 380.114 0.149638
55 Ni4 390.115 0.151861
55 Ni4 400.115 0.153362
55 Ni4 410.116 0.154991
55 Ni4 420.116 0.156703
55 Ni4 430.116 0.158077
55 Ni4 440.117 0.160513
55 Ni4 450.117 0.162649
55 Ni4 460.117 0.163731
55 Ni4 470.118 0.165346
55 Ni4 480.118 0.167577
55 Ni4 490.119 0.16924
T= 490.119 Sum_i(J(m_i, T))
   
56 Ni5 0.100004 0.0315333
56 Ni5 10.1004 0.0413287
56 Ni5 20.1008 0.0507838
56 Ni5 30.1011 0.0583023
56 Ni5 40.1015 0.0648445
56 Ni5 50.1019 0.0711124
56 Ni5 60.1023 0.0763797
56 Ni5 70.1027 0.0811356
56 Ni5 80.103 0.085665
56 Ni5 90.1034 0.0899989
56 Ni5 100.104 0.0940973
56 Ni5 110.104 0.0979263
56 Ni5 120.105 0.101492
56 Ni5 130.105 0.105178
56 Ni5 140.105 0.108671
56 Ni5 150.106 0.111426
56 Ni5 160.106 0.115031
56 Ni5 170.106 0.118447
56 Ni5 180.107 0.121218
56 Ni5 190.107 0.12388
56 Ni5 200.108 0.126459
56 Ni5 210.108 0.129716
56 Ni5 220.108 0.13244
56 Ni5 230.109 0.13525
56 Ni5 240.109 0.137419
56 Ni5 250.109 0.139468
56 Ni5 260.11 0.142216
56 Ni5 270.11 0.144638
56 Ni5 280.111 0.14716
56 Ni5 290.111 0.149591
56 Ni5 300.111 0.152003
56 Ni5 310.112 0.153879
56 Ni5 320.112 0.155849
56 Ni5 330.113 0.157808
56 Ni5 340.113 0.159999
56 Ni5 350.113 0.162418
56 Ni5 360.114 0.163903
56 Ni5 370.114 0.166046
56 Ni5 380.114 0.168536
56 Ni5 390.115 0.169939
56 Ni5 400.115 0.172034
56 Ni5 410.116 0.173707
56 Ni5 420.116 0.175723
56 Ni5 430.116 0.177717
56 Ni5 440.117 0.179116
56 Ni5 450.117 0.181118
56 Ni5 460.117 0.182683
56 Ni5 470.118 0.184362
56 Ni5 480.118 0.186078
56 Ni5 490.119 0.188235
T= 490.119 Sum_i(J(m_i, T))
   
57 Ni6 0.100004 0.0890702
57 Ni6 10.1004 0.0893715
57 Ni6 20.1008 0.0917215
57 Ni6 30.1011 0.0954766
57 Ni6 40.1015 0.0997144
57 Ni6 50.1019 0.10393
57 Ni6 60.1023 0.107706
57 Ni6 70.1027 0.111785
57 Ni6 80.103 0.115834
57 Ni6 90.1034 0.119097
57 Ni6 100.104 0.122416
57 Ni6 110.104 0.125734
57 Ni6 120.105 0.128928
57 Ni6 130.105 0.132381
57 Ni6 140.105 0.135006
57 Ni6 150.106 0.138175
57 Ni6 160.106 0.140766
57 Ni6 170.106 0.143524
57 Ni6 180.107 0.146656
57 Ni6 190.107 0.149341
57 Ni6 200.108 0.151826
57 Ni6 210.108 0.153943
57 Ni6 220.108 0.156793
57 Ni6 230.109 0.159384
57 Ni6 240.109 0.161786
57 Ni6 250.109 0.163762
57 Ni6 260.11 0.16658
57 Ni6 270.11 0.168361
57 Ni6 280.111 0.17054
57 Ni6 290.111 0.172148
57 Ni6 300.111 0.174683
57 Ni6 310.112 0.177058
57 Ni6 320.112 0.179412
57 Ni6 330.113 0.180353
57 Ni6 340.113 0.18244
57 Ni6 350.113 0.184946
57 Ni6 360.114 0.186524
57 Ni6 370.114 0.188164
57 Ni6 380.114 0.190333
57 Ni6 390.115 0.192255
57 Ni6 400.115 0.194578
57 Ni6 410.116 0.195792
57 Ni6 420.116 0.197657
57 Ni6 430.116 0.199335
57 Ni6 440.117 0.200753
57 Ni6 450.117 0.202363
57 Ni6 460.117 0.203976
57 Ni6 470.118 0.205766
57 Ni6 480.118 0.207515
57 Ni6 490.119 0.209155
T= 490.119 Sum_i(J(m_i, T))
   
58 Ni7 0.100004 0.0349334
58 Ni7 10.1004 0.0426232
58 Ni7 20.1008 0.0512311
58 Ni7 30.1011 0.0582365
58 Ni7 40.1015 0.0645301
58 Ni7 50.1019 0.0700428
58 Ni7 60.1023 0.0751566
58 Ni7 70.1027 0.0799014
58 Ni7 80.103 0.0839784
58 Ni7 90.1034 0.0883109
58 Ni7 100.104 0.092129
58 Ni7 110.104 0.095865
58 Ni7 120.105 0.0992451
58 Ni7 130.105 0.102783
58 Ni7 140.105 0.106123
58 Ni7 150.106 0.10926
58 Ni7 160.106 0.111952
58 Ni7 170.106 0.11494
58 Ni7 180.107 0.117867
58 Ni7 190.107 0.120512
58 Ni7 200.108 0.123411
58 Ni7 210.108 0.125795
58 Ni7 220.108 0.128988
58 Ni7 230.109 0.13118
58 Ni7 240.109 0.133396
58 Ni7 250.109 0.136055
58 Ni7 260.11 0.138053
58 Ni7 270.11 0.140335
58 Ni7 280.111 0.142596
58 Ni7 290.111 0.144971
58 Ni7 300.111 0.146819
58 Ni7 310.112 0.149201
58 Ni7 320.112 0.151019
58 Ni7 330.113 0.15344
58 Ni7 340.113 0.155164
58 Ni7 350.113 0.157002
58 Ni7 360.114 0.159096
58 Ni7 370.114 0.161279
58 Ni7 380.114 0.162907
58 Ni7 390.115 0.164806
58 Ni7 400.115 0.166217
58 Ni7 410.116 0.168382
58 Ni7 420.116 0.170535
58 Ni7 430.116 0.172101
58 Ni7 440.117 0.1739
58 Ni7 450.117 0.175008
58 Ni7 460.117 0.177205
58 Ni7 470.118 0.178692
58 Ni7 480.118 0.180685
58 Ni7 490.119 0.182038
T= 490.119 Sum_i(J(m_i, T))
   
59 Ni8 0.100004 0.00802094
59 Ni8 10.1004 0.0279505
59 Ni8 20.1008 0.0381561
59 Ni8 30.1011 0.0461467
59 Ni8 40.1015 0.0526125
59 Ni8 50.1019 0.0585171
59 Ni8 60.1023 0.0636984
59 Ni8 70.1027 0.0686832
59 Ni8 80.103 0.0732738
59 Ni8 90.1034 0.0773161
59 Ni8 100.104 0.0812318
59 Ni8 110.104 0.0853836
59 Ni8 120.105 0.0889375
59 Ni8 130.105 0.092372
59 Ni8 140.105 0.095461
59 Ni8 150.106 0.0990112
59 Ni8 160.106 0.101859
59 Ni8 170.106 0.105125
59 Ni8 180.107 0.107571
59 Ni8 190.107 0.110959
59 Ni8 200.108 0.113625
59 Ni8 210.108 0.116007
59 Ni8 220.108 0.118596
59 Ni8 230.109 0.121135
59 Ni8 240.109 0.123844
59 Ni8 250.109 0.126704
59 Ni8 260.11 0.128549
59 Ni8 270.11 0.131193
59 Ni8 280.111 0.133487
59 Ni8 290.111 0.135298
59 Ni8 300.111 0.137724
59 Ni8 310.112 0.140147
59 Ni8 320.112 0.142482
59 Ni8 330.113 0.144288
59 Ni8 340.113 0.146262
59 Ni8 350.113 0.148358
59 Ni8 360.114 0.150259
59 Ni8 370.114 0.15183
59 Ni8 380.114 0.153844
59 Ni8 390.115 0.155757
59 Ni8 400.115 0.158608
59 Ni8 410.116 0.159495
59 Ni8 420.116 0.161873
59 Ni8 430.116 0.163516
59 Ni8 440.117 0.165027
59 Ni8 450.117 0.166964
59 Ni8 460.117 0.16872
59 Ni8 470.118 0.170147
59 Ni8 480.118 0.171516
59 Ni8 490.119 0.173939
T= 490.119 Sum_i(J(m_i, T))
   
60 Ni9 0.100004 0.0523487
60 Ni9 10.1004 0.0566479
60 Ni9 20.1008 0.0642722
60 Ni9 30.1011 0.0712716
60 Ni9 40.1015 0.0776768
60 Ni9 50.1019 0.0832751
60 Ni9 60.1023 0.0888175
60 Ni9 70.1027 0.093715
60 Ni9 80.103 0.098222
60 Ni9 90.1034 0.102591
60 Ni9 100.104 0.106375
60 Ni9 110.104 0.110932
60 Ni9 120.105 0.114494
60 Ni9 130.105 0.118185
60 Ni9 140.105 0.121295
60 Ni9 150.106 0.125085
60 Ni9 160.106 0.12813
60 Ni9 170.106 0.131352
60 Ni9 180.107 0.134615
60 Ni9 190.107 0.137111
60 Ni9 200.108 0.139611
60 Ni9 210.108 0.143033
60 Ni9 220.108 0.14576
60 Ni9 230.109 0.148095
60 Ni9 240.109 0.150965
60 Ni9 250.109 0.153541
60 Ni9 260.11 0.155965
60 Ni9 270.11 0.158243
60 Ni9 280.111 0.160696
60 Ni9 290.111 0.162776
60 Ni9 300.111 0.165564
60 Ni9 310.112 0.16724
60 Ni9 320.112 0.169954
60 Ni9 330.113 0.172221
60 Ni9 340.113 0.174232
60 Ni9 350.113 0.175916
60 Ni9 360.114 0.17811
60 Ni9 370.114 0.18049
60 Ni9 380.114 0.182435
60 Ni9 390.115 0.184602
60 Ni9 400.115 0.186018
60 Ni9 410.116 0.187516
60 Ni9 420.116 0.189968
60 Ni9 430.116 0.192122
60 Ni9 440.117 0.194207
60 Ni9 450.117 0.195858
60 Ni9 460.117 0.197635
60 Ni9 470.118 0.199174
60 Ni9 480.118 0.200163
60 Ni9 490.119 0.202582
T= 490.119 Sum_i(J(m_i, T))
   
61 Ni10 0.100004 0.161173
61 Ni10 10.1004 0.160957
61 Ni10 20.1008 0.161185
61 Ni10 30.1011 0.161161
61 Ni10 40.1015 0.162291
61 Ni10 50.1019 0.163629
61 Ni10 60.1023 0.165179
61 Ni10 70.1027 0.167226
61 Ni10 80.103 0.169748
61 Ni10 90.1034 0.171873
61 Ni10 100.104 0.174108
61 Ni10 110.104 0.177136
61 Ni10 120.105 0.179495
61 Ni10 130.105 0.181757
61 Ni10 140.105 0.184129
61 Ni10 150.106 0.186083
61 Ni10 160.106 0.188566
61 Ni10 170.106 0.190826
61 Ni10 180.107 0.193362
61 Ni10 190.107 0.195651
61 Ni10 200.108 0.197566
61 Ni10 210.108 0.199644
61 Ni10 220.108 0.201967
61 Ni10 230.109 0.20398
61 Ni10 240.109 0.206085
61 Ni10 250.109 0.208112
61 Ni10 260.11 0.210658
61 Ni10 270.11 0.212583
61 Ni10 280.111 0.214045
61 Ni10 290.111 0.216103
61 Ni10 300.111 0.217488
61 Ni10 310.112 0.219951
61 Ni10 320.112 0.221782
61 Ni10 330.113 0.222939
61 Ni10 340.113 0.225054
61 Ni10 350.113 0.226979
61 Ni10 360.114 0.228704
61 Ni10 370.114 0.230723
61 Ni10 380.114 0.232402
61 Ni10 390.115 0.233914
61 Ni10 400.115 0.236148
61 Ni10 410.116 0.237059
61 Ni10 420.116 0.238383
61 Ni10 430.116 0.240886
61 Ni10 440.117 0.242729
61 Ni10 450.117 0.243946
61 Ni10 460.117 0.245156
61 Ni10 470.118 0.246946
61 Ni10 480.118 0.248371
61 Ni10 490.119 0.249881
T= 490.119 Sum_i(J(m_i, T))
   
62 Ni11 0.100004 0.0103456
62 Ni11 10.1004 0.0297515
62 Ni11 20.1008 0.0401107
62 Ni11 30.1011 0.0483046
62 Ni11 40.1015 0.0549969
62 Ni11 50.1019 0.0608004
62 Ni11 60.1023 0.0663339
62 Ni11 70.1027 0.0712892
62 Ni11 80.103 0.0761286
62 Ni11 90.1034 0.0802761
62 Ni11 100.104 0.0844121
62 Ni11 110.104 0.0883946
62 Ni11 120.105 0.0919912
62 Ni11 130.105 0.0957029
62 Ni11 140.105 0.0989878
62 Ni11 150.106 0.102432
62 Ni11 160.106 0.105543
62 Ni11 170.106 0.108636
62 Ni11 180.107 0.111907
62 Ni11 190.107 0.114669
62 Ni11 200.108 0.117508
62 Ni11 210.108 0.120452
62 Ni11 220.108 0.122935
62 Ni11 230.109 0.125271
62 Ni11 240.109 0.128189
62 Ni11 250.109 0.130173
62 Ni11 260.11 0.133032
62 Ni11 270.11 0.13525
62 Ni11 280.111 0.137859
62 Ni11 290.111 0.139719
62 Ni11 300.111 0.142343
62 Ni11 310.112 0.144193
62 Ni11 320.112 0.146553
62 Ni11 330.113 0.148958
62 Ni11 340.113 0.151061
62 Ni11 350.113 0.153077
62 Ni11 360.114 0.155052
62 Ni11 370.114 0.156654
62 Ni11 380.114 0.159342
62 Ni11 390.115 0.160899
62 Ni11 400.115 0.162395
62 Ni11 410.116 0.164643
62 Ni11 420.116 0.165986
62 Ni11 430.116 0.16831
62 Ni11 440.117 0.170453
62 Ni11 450.117 0.171846
62 Ni11 460.117 0.173747
62 Ni11 470.118 0.175834
62 Ni11 480.118 0.177585
62 Ni11 490.119 0.179225
T= 490.119 Sum_i(J(m_i, T))
   
63 Ni12 0.100004 0.0288436
63 Ni12 10.1004 0.0412045
63 Ni12 20.1008 0.0518038
63 Ni12 30.1011 0.0602274
63 Ni12 40.1015 0.067427
63 Ni12 50.1019 0.0735932
63 Ni12 60.1023 0.0796552
63 Ni12 70.1027 0.0848967
63 Ni12 80.103 0.0895954
63 Ni12 90.1034 0.0944111
63 Ni12 100.104 0.0984332
63 Ni12 110.104 0.103449
63 Ni12 120.105 0.106691
63 Ni12 130.105 0.110558
63 Ni12 140.105 0.114262
63 Ni12 150.106 0.118074
63 Ni12 160.106 0.121178
63 Ni12 170.106 0.124469
63 Ni12 180.107 0.127719
63 Ni12 190.107 0.13049
63 Ni12 200.108 0.13369
63 Ni12 210.108 0.136486
63 Ni12 220.108 0.139652
63 Ni12 230.109 0.142139
63 Ni12 240.109 0.145219
63 Ni12 250.109 0.146769
63 Ni12 260.11 0.150239
63 Ni12 270.11 0.152628
63 Ni12 280.111 0.155368
63 Ni12 290.111 0.157813
63 Ni12 300.111 0.159825
63 Ni12 310.112 0.162247
63 Ni12 320.112 0.164879
63 Ni12 330.113 0.167195
63 Ni12 340.113 0.169281
63 Ni12 350.113 0.171419
63 Ni12 360.114 0.173361
63 Ni12 370.114 0.175687
63 Ni12 380.114 0.177351
63 Ni12 390.115 0.180286
63 Ni12 400.115 0.1818
63 Ni12 410.116 0.183553
63 Ni12 420.116 0.184957
63 Ni12 430.116 0.187391
63 Ni12 440.117 0.189245
63 Ni12 450.117 0.190922
63 Ni12 460.117 0.192877
63 Ni12 470.118 0.195373
63 Ni12 480.118 0.196896
63 Ni12 490.119 0.198614
T= 490.119 Sum_i(J(m_i, T))
   
64 Ni13 0.100004 0.214553
64 Ni13 10.1004 0.214106
64 Ni13 20.1008 0.213753
64 Ni13 30.1011 0.213557
64 Ni13 40.1015 0.213124
64 Ni13 50.1019 0.213139
64 Ni13 60.1023 0.213616
64 Ni13 70.1027 0.214281
64 Ni13 80.103 0.214584
64 Ni13 90.1034 0.215918
64 Ni13 100.104 0.216612
64 Ni13 110.104 0.217884
64 Ni13 120.105 0.219411
64 Ni13 130.105 0.220799
64 Ni13 140.105 0.222427
64 Ni13 150.106 0.223437
64 Ni13 160.106 0.225411
64 Ni13 170.106 0.226649
64 Ni13 180.107 0.228586
64 Ni13 190.107 0.229871
64 Ni13 200.108 0.231599
64 Ni13 210.108 0.233272
64 Ni13 220.108 0.234926
64 Ni13 230.109 0.236674
64 Ni13 240.109 0.238063
64 Ni13 250.109 0.239781
64 Ni13 260.11 0.241489
64 Ni13 270.11 0.243039
64 Ni13 280.111 0.24428
64 Ni13 290.111 0.245845
64 Ni13 300.111 0.247531
64 Ni13 310.112 0.24879
64 Ni13 320.112 0.250594
64 Ni13 330.113 0.251701
64 Ni13 340.113 0.253606
64 Ni13 350.113 0.255551
64 Ni13 360.114 0.256886
64 Ni13 370.114 0.258692
64 Ni13 380.114 0.259362
64 Ni13 390.115 0.261134
64 Ni13 400.115 0.262449
64 Ni13 410.116 0.263313
64 Ni13 420.116 0.265562
64 Ni13 430.116 0.266691
64 Ni13 440.117 0.267711
64 Ni13 450.117 0.268907
64 Ni13 460.117 0.270813
64 Ni13 470.118 0.271623
64 Ni13 480.118 0.273236
64 Ni13 490.119 0.274022
T= 490.119 Sum_i(J(m_i, T))
   
