N (# of atoms):
17 Fe8 300.111 1.0814
17 Fe8 310.112 1.07742
17 Fe8 320.112 1.07552
17 Fe8 330.113 1.07121
17 Fe8 340.113 1.07022
17 Fe8 350.113 1.06539
17 Fe8 360.114 1.06305
17 Fe8 370.114 1.06018
17 Fe8 380.114 1.06014
17 Fe8 390.115 1.05494
17 Fe8 400.115 1.05455
17 Fe8 410.116 1.05221
17 Fe8 420.116 1.05027
17 Fe8 430.116 1.04613
17 Fe8 440.117 1.04613
17 Fe8 450.117 1.04503
17 Fe8 460.117 1.04274
17 Fe8 470.118 1.0415
17 Fe8 480.118 1.04038
17 Fe8 490.119 1.03722
T= 490.119 Sum_i(J(m_i, T))
   
18 Fe9 0.100004 1.31855
18 Fe9 10.1004 1.31539
18 Fe9 20.1008 1.31253
18 Fe9 30.1011 1.30914
18 Fe9 40.1015 1.30602
18 Fe9 50.1019 1.30216
18 Fe9 60.1023 1.29949
18 Fe9 70.1027 1.29555
18 Fe9 80.103 1.29175
18 Fe9 90.1034 1.28851
18 Fe9 100.104 1.28475
18 Fe9 110.104 1.28067
18 Fe9 120.105 1.27624
18 Fe9 130.105 1.27332
18 Fe9 140.105 1.26928
18 Fe9 150.106 1.26541
18 Fe9 160.106 1.26094
18 Fe9 170.106 1.25636
18 Fe9 180.107 1.25233
18 Fe9 190.107 1.24779
18 Fe9 200.108 1.24275
18 Fe9 210.108 1.23747
18 Fe9 220.108 1.23434
18 Fe9 230.109 1.23059
18 Fe9 240.109 1.22752
18 Fe9 250.109 1.22299
18 Fe9 260.11 1.21819
18 Fe9 270.11 1.2134
18 Fe9 280.111 1.21098
18 Fe9 290.111 1.20502
18 Fe9 300.111 1.2028
18 Fe9 310.112 1.19799
18 Fe9 320.112 1.19549
18 Fe9 330.113 1.1906
18 Fe9 340.113 1.18851
18 Fe9 350.113 1.18546
18 Fe9 360.114 1.18122
18 Fe9 370.114 1.17752
18 Fe9 380.114 1.17529
18 Fe9 390.115 1.17253
18 Fe9 400.115 1.16978
18 Fe9 410.116 1.16514
18 Fe9 420.116 1.16313
18 Fe9 430.116 1.16119
18 Fe9 440.117 1.15699
18 Fe9 450.117 1.15591
18 Fe9 460.117 1.15416
18 Fe9 470.118 1.15115
18 Fe9 480.118 1.14758
18 Fe9 490.119 1.14576
T= 490.119 Sum_i(J(m_i, T))
   
19 Fe10 0.100004 0.959429
19 Fe10 10.1004 0.951819
19 Fe10 20.1008 0.944541
19 Fe10 30.1011 0.936648
19 Fe10 40.1015 0.929468
19 Fe10 50.1019 0.92227
19 Fe10 60.1023 0.915694
19 Fe10 70.1027 0.90829
19 Fe10 80.103 0.902641
19 Fe10 90.1034 0.896749
19 Fe10 100.104 0.890426
19 Fe10 110.104 0.885399
19 Fe10 120.105 0.880655
19 Fe10 130.105 0.875525
19 Fe10 140.105 0.871261
19 Fe10 150.106 0.868865
19 Fe10 160.106 0.863342
19 Fe10 170.106 0.860516
19 Fe10 180.107 0.857726
19 Fe10 190.107 0.855543
19 Fe10 200.108 0.854962
19 Fe10 210.108 0.850591
19 Fe10 220.108 0.848488
19 Fe10 230.109 0.848437
19 Fe10 240.109 0.845616
19 Fe10 250.109 0.843408
19 Fe10 260.11 0.842547
19 Fe10 270.11 0.841977
19 Fe10 280.111 0.841007
19 Fe10 290.111 0.84075
19 Fe10 300.111 0.839971
19 Fe10 310.112 0.839717
19 Fe10 320.112 0.837085
19 Fe10 330.113 0.838196
19 Fe10 340.113 0.837739
19 Fe10 350.113 0.838356
19 Fe10 360.114 0.836882
19 Fe10 370.114 0.835835
19 Fe10 380.114 0.837132
19 Fe10 390.115 0.836498
19 Fe10 400.115 0.837766
19 Fe10 410.116 0.835805
19 Fe10 420.116 0.838087
19 Fe10 430.116 0.839623
19 Fe10 440.117 0.839931
19 Fe10 450.117 0.838178
19 Fe10 460.117 0.838732
19 Fe10 470.118 0.839115
19 Fe10 480.118 0.839919
19 Fe10 490.119 0.840792
T= 490.119 Sum_i(J(m_i, T))
   
20 Fe11 0.100004 0.420319
20 Fe11 10.1004 0.414753
20 Fe11 20.1008 0.410047
20 Fe11 30.1011 0.408228
20 Fe11 40.1015 0.408012
20 Fe11 50.1019 0.410669
20 Fe11 60.1023 0.412877
20 Fe11 70.1027 0.416968
20 Fe11 80.103 0.420459
20 Fe11 90.1034 0.42576
20 Fe11 100.104 0.429557
20 Fe11 110.104 0.434551
20 Fe11 120.105 0.439751
20 Fe11 130.105 0.443354
20 Fe11 140.105 0.44701
20 Fe11 150.106 0.452603
20 Fe11 160.106 0.457585
20 Fe11 170.106 0.461519
20 Fe11 180.107 0.465944
20 Fe11 190.107 0.470462
20 Fe11 200.108 0.474128
20 Fe11 210.108 0.477931
20 Fe11 220.108 0.481074
20 Fe11 230.109 0.486446
20 Fe11 240.109 0.490992
20 Fe11 250.109 0.49417
20 Fe11 260.11 0.498114
20 Fe11 270.11 0.500957
20 Fe11 280.111 0.506157
20 Fe11 290.111 0.508946
20 Fe11 300.111 0.510263
20 Fe11 310.112 0.515198
20 Fe11 320.112 0.518993
20 Fe11 330.113 0.522242
20 Fe11 340.113 0.524713
20 Fe11 350.113 0.527758
20 Fe11 360.114 0.531364
20 Fe11 370.114 0.534453
20 Fe11 380.114 0.53736
20 Fe11 390.115 0.54054
20 Fe11 400.115 0.541493
20 Fe11 410.116 0.546366
20 Fe11 420.116 0.550857
20 Fe11 430.116 0.552069
20 Fe11 440.117 0.553351
20 Fe11 450.117 0.55662
20 Fe11 460.117 0.560903
20 Fe11 470.118 0.562774
20 Fe11 480.118 0.56549
20 Fe11 490.119 0.568252
T= 490.119 Sum_i(J(m_i, T))
   
21 Fe12 0.100004 0.91499
21 Fe12 10.1004 0.911649
21 Fe12 20.1008 0.908345
21 Fe12 30.1011 0.904832
21 Fe12 40.1015 0.901355
21 Fe12 50.1019 0.898063
21 Fe12 60.1023 0.895046
21 Fe12 70.1027 0.891117
21 Fe12 80.103 0.888159
21 Fe12 90.1034 0.884573
21 Fe12 100.104 0.881315
21 Fe12 110.104 0.877504
21 Fe12 120.105 0.874284
21 Fe12 130.105 0.871421
21 Fe12 140.105 0.868884
21 Fe12 150.106 0.865321
21 Fe12 160.106 0.863024
21 Fe12 170.106 0.860505
21 Fe12 180.107 0.857298
21 Fe12 190.107 0.854309
21 Fe12 200.108 0.852226
21 Fe12 210.108 0.850022
21 Fe12 220.108 0.848283
21 Fe12 230.109 0.846723
21 Fe12 240.109 0.845363
21 Fe12 250.109 0.841641
21 Fe12 260.11 0.841752
21 Fe12 270.11 0.838667
21 Fe12 280.111 0.837759
21 Fe12 290.111 0.836788
21 Fe12 300.111 0.835285
21 Fe12 310.112 0.833101
21 Fe12 320.112 0.832157
21 Fe12 330.113 0.831803
21 Fe12 340.113 0.831046
21 Fe12 350.113 0.82994
21 Fe12 360.114 0.830243
21 Fe12 370.114 0.829424
21 Fe12 380.114 0.828361
21 Fe12 390.115 0.828713
21 Fe12 400.115 0.827934
21 Fe12 410.116 0.827264
21 Fe12 420.116 0.826105
21 Fe12 430.116 0.82694
21 Fe12 440.117 0.826426
21 Fe12 450.117 0.825214
21 Fe12 460.117 0.827036
21 Fe12 470.118 0.824603
21 Fe12 480.118 0.825878
21 Fe12 490.119 0.825877
T= 490.119 Sum_i(J(m_i, T))
   
22 Fe13 0.100004 1.1808
22 Fe13 10.1004 1.17781
22 Fe13 20.1008 1.17502
22 Fe13 30.1011 1.17185
22 Fe13 40.1015 1.16907
22 Fe13 50.1019 1.16621
22 Fe13 60.1023 1.16303
22 Fe13 70.1027 1.16015
22 Fe13 80.103 1.15662
22 Fe13 90.1034 1.15312
22 Fe13 100.104 1.14974
22 Fe13 110.104 1.14751
22 Fe13 120.105 1.14301
22 Fe13 130.105 1.13963
22 Fe13 140.105 1.13627
22 Fe13 150.106 1.13231
22 Fe13 160.106 1.12838
22 Fe13 170.106 1.12578
22 Fe13 180.107 1.12199
22 Fe13 190.107 1.11783
22 Fe13 200.108 1.11395
22 Fe13 210.108 1.11037
22 Fe13 220.108 1.10604
22 Fe13 230.109 1.10216
22 Fe13 240.109 1.0999
22 Fe13 250.109 1.09624
22 Fe13 260.11 1.09286
22 Fe13 270.11 1.09028
22 Fe13 280.111 1.08638
22 Fe13 290.111 1.08324
22 Fe13 300.111 1.08136
22 Fe13 310.112 1.07738
22 Fe13 320.112 1.07528
22 Fe13 330.113 1.07239
22 Fe13 340.113 1.06856
22 Fe13 350.113 1.06727
22 Fe13 360.114 1.06348
22 Fe13 370.114 1.06099
22 Fe13 380.114 1.05971
22 Fe13 390.115 1.05486
22 Fe13 400.115 1.05387
22 Fe13 410.116 1.05409
22 Fe13 420.116 1.04914
22 Fe13 430.116 1.04925
22 Fe13 440.117 1.04566
22 Fe13 450.117 1.04266
22 Fe13 460.117 1.04219
22 Fe13 470.118 1.04146
22 Fe13 480.118 1.03948
22 Fe13 490.119 1.03678
T= 490.119 Sum_i(J(m_i, T))
   
23 Fe14 0.100004 1.02052
23 Fe14 10.1004 1.00769
23 Fe14 20.1008 0.990705
23 Fe14 30.1011 0.971511
23 Fe14 40.1015 0.947496
23 Fe14 50.1019 0.926552
23 Fe14 60.1023 0.904779
23 Fe14 70.1027 0.886271
23 Fe14 80.103 0.87277
23 Fe14 90.1034 0.860169
23 Fe14 100.104 0.849294
23 Fe14 110.104 0.841681
23 Fe14 120.105 0.834742
23 Fe14 130.105 0.828305
23 Fe14 140.105 0.822545
23 Fe14 150.106 0.818462
23 Fe14 160.106 0.815354
23 Fe14 170.106 0.812981
23 Fe14 180.107 0.810736
23 Fe14 190.107 0.808689
23 Fe14 200.108 0.807831
23 Fe14 210.108 0.807574
23 Fe14 220.108 0.804556
23 Fe14 230.109 0.803618
23 Fe14 240.109 0.806835
23 Fe14 250.109 0.8043
23 Fe14 260.11 0.805099
23 Fe14 270.11 0.803905
23 Fe14 280.111 0.804989
23 Fe14 290.111 0.805149
23 Fe14 300.111 0.804402
23 Fe14 310.112 0.807906
23 Fe14 320.112 0.80596
23 Fe14 330.113 0.805883
23 Fe14 340.113 0.806781
23 Fe14 350.113 0.809108
23 Fe14 360.114 0.809129
23 Fe14 370.114 0.810011
23 Fe14 380.114 0.812315
23 Fe14 390.115 0.812172
23 Fe14 400.115 0.812721
23 Fe14 410.116 0.813293
23 Fe14 420.116 0.815224
23 Fe14 430.116 0.815745
23 Fe14 440.117 0.815574
23 Fe14 450.117 0.815211
23 Fe14 460.117 0.816998
23 Fe14 470.118 0.819346
23 Fe14 480.118 0.819698
23 Fe14 490.119 0.821045
T= 490.119 Sum_i(J(m_i, T))
   
24 Fe15 0.100004 0.683605
24 Fe15 10.1004 0.677531
24 Fe15 20.1008 0.672266
24 Fe15 30.1011 0.666903
24 Fe15 40.1015 0.662866
24 Fe15 50.1019 0.658928
24 Fe15 60.1023 0.655419
24 Fe15 70.1027 0.652823
24 Fe15 80.103 0.651524
24 Fe15 90.1034 0.648791
24 Fe15 100.104 0.648937
24 Fe15 110.104 0.646682
24 Fe15 120.105 0.647433
24 Fe15 130.105 0.64697
24 Fe15 140.105 0.64795
24 Fe15 150.106 0.648923
24 Fe15 160.106 0.649697
24 Fe15 170.106 0.648962
24 Fe15 180.107 0.651272
24 Fe15 190.107 0.652774
24 Fe15 200.108 0.653097
24 Fe15 210.108 0.654583
24 Fe15 220.108 0.656322
24 Fe15 230.109 0.657426
24 Fe15 240.109 0.660089
24 Fe15 250.109 0.662266
24 Fe15 260.11 0.664415
24 Fe15 270.11 0.665342
24 Fe15 280.111 0.667855
24 Fe15 290.111 0.670258
24 Fe15 300.111 0.672212
24 Fe15 310.112 0.67202
24 Fe15 320.112 0.675182
24 Fe15 330.113 0.677514
24 Fe15 340.113 0.678548
24 Fe15 350.113 0.680908
24 Fe15 360.114 0.682227
24 Fe15 370.114 0.684259
24 Fe15 380.114 0.685671
24 Fe15 390.115 0.688516
24 Fe15 400.115 0.687713
24 Fe15 410.116 0.689757
24 Fe15 420.116 0.693217
24 Fe15 430.116 0.695538
24 Fe15 440.117 0.696908
24 Fe15 450.117 0.699049
24 Fe15 460.117 0.700561
24 Fe15 470.118 0.701316
24 Fe15 480.118 0.70349
24 Fe15 490.119 0.705742
T= 490.119 Sum_i(J(m_i, T))
   
25 Fe16 0.100004 0.814821
25 Fe16 10.1004 0.81515
25 Fe16 20.1008 0.815818
25 Fe16 30.1011 0.815885
25 Fe16 40.1015 0.816136
25 Fe16 50.1019 0.817103
25 Fe16 60.1023 0.816327
25 Fe16 70.1027 0.816777
25 Fe16 80.103 0.816839
25 Fe16 90.1034 0.817304
25 Fe16 100.104 0.81682
25 Fe16 110.104 0.816949
25 Fe16 120.105 0.817917
25 Fe16 130.105 0.816856
25 Fe16 140.105 0.817095
25 Fe16 150.106 0.818437
25 Fe16 160.106 0.81701
25 Fe16 170.106 0.817406
25 Fe16 180.107 0.818423
25 Fe16 190.107 0.818508
25 Fe16 200.108 0.818816
25 Fe16 210.108 0.818852
25 Fe16 220.108 0.820349
25 Fe16 230.109 0.820198
25 Fe16 240.109 0.820509
25 Fe16 250.109 0.821699
25 Fe16 260.11 0.820735
25 Fe16 270.11 0.821365
25 Fe16 280.111 0.822264
25 Fe16 290.111 0.822925
25 Fe16 300.111 0.822611
25 Fe16 310.112 0.824472
25 Fe16 320.112 0.823109
25 Fe16 330.113 0.825694
25 Fe16 340.113 0.823314
25 Fe16 350.113 0.82566
25 Fe16 360.114 0.826351
25 Fe16 370.114 0.826256
25 Fe16 380.114 0.827582
25 Fe16 390.115 0.828102
25 Fe16 400.115 0.830187
25 Fe16 410.116 0.82903
25 Fe16 420.116 0.830009
25 Fe16 430.116 0.830662
25 Fe16 440.117 0.830001
25 Fe16 450.117 0.83146
25 Fe16 460.117 0.832118
25 Fe16 470.118 0.833872
25 Fe16 480.118 0.834492
25 Fe16 490.119 0.835694
T= 490.119 Sum_i(J(m_i, T))
   
26 Fe17 0.100004 1.10696
26 Fe17 10.1004 1.10294
26 Fe17 20.1008 1.09835
26 Fe17 30.1011 1.09454
26 Fe17 40.1015 1.09048
26 Fe17 50.1019 1.086
26 Fe17 60.1023 1.08149
26 Fe17 70.1027 1.07674
26 Fe17 80.103 1.0732
26 Fe17 90.1034 1.06747
26 Fe17 100.104 1.06444
26 Fe17 110.104 1.05983
26 Fe17 120.105 1.05417
26 Fe17 130.105 1.04991
26 Fe17 140.105 1.04556
26 Fe17 150.106 1.04156
26 Fe17 160.106 1.03646
26 Fe17 170.106 1.03263
26 Fe17 180.107 1.02876
26 Fe17 190.107 1.02481
26 Fe17 200.108 1.02011
26 Fe17 210.108 1.01685
26 Fe17 220.108 1.01273
26 Fe17 230.109 1.00885
26 Fe17 240.109 1.00617
26 Fe17 250.109 1.00394
26 Fe17 260.11 0.999897
26 Fe17 270.11 0.997274
26 Fe17 280.111 0.993812
26 Fe17 290.111 0.990985
26 Fe17 300.111 0.98796
26 Fe17 310.112 0.986516
26 Fe17 320.112 0.984717
26 Fe17 330.113 0.98098
26 Fe17 340.113 0.979235
26 Fe17 350.113 0.977885
26 Fe17 360.114 0.975621
26 Fe17 370.114 0.974443
26 Fe17 380.114 0.97341
26 Fe17 390.115 0.971958
26 Fe17 400.115 0.970006
26 Fe17 410.116 0.968131
26 Fe17 420.116 0.966105
26 Fe17 430.116 0.965077
26 Fe17 440.117 0.963278
26 Fe17 450.117 0.961862
26 Fe17 460.117 0.960835
26 Fe17 470.118 0.962022
26 Fe17 480.118 0.959922
26 Fe17 490.119 0.959502
T= 490.119 Sum_i(J(m_i, T))
   
27 Fe18 0.100004 0.899902
27 Fe18 10.1004 0.891301
27 Fe18 20.1008 0.881693
27 Fe18 30.1011 0.871256
27 Fe18 40.1015 0.860853
27 Fe18 50.1019 0.849075
27 Fe18 60.1023 0.839032
27 Fe18 70.1027 0.828855
27 Fe18 80.103 0.817804
27 Fe18 90.1034 0.810963
27 Fe18 100.104 0.802909
27 Fe18 110.104 0.796188
27 Fe18 120.105 0.789837
27 Fe18 130.105 0.785341
27 Fe18 140.105 0.779978
27 Fe18 150.106 0.777733
27 Fe18 160.106 0.774694
27 Fe18 170.106 0.771904
27 Fe18 180.107 0.769599
27 Fe18 190.107 0.766677
27 Fe18 200.108 0.765343
27 Fe18 210.108 0.76362
27 Fe18 220.108 0.762811
27 Fe18 230.109 0.761121
27 Fe18 240.109 0.761069
27 Fe18 250.109 0.760012
27 Fe18 260.11 0.760945
27 Fe18 270.11 0.760206
27 Fe18 280.111 0.759178
27 Fe18 290.111 0.759886
27 Fe18 300.111 0.762784
27 Fe18 310.112 0.758638
27 Fe18 320.112 0.762592
27 Fe18 330.113 0.761157
27 Fe18 340.113 0.761797
27 Fe18 350.113 0.763304
27 Fe18 360.114 0.761394
27 Fe18 370.114 0.76285
27 Fe18 380.114 0.763525
27 Fe18 390.115 0.763413
27 Fe18 400.115 0.76688
27 Fe18 410.116 0.766915
27 Fe18 420.116 0.768356
27 Fe18 430.116 0.766971
27 Fe18 440.117 0.769491
27 Fe18 450.117 0.771403
27 Fe18 460.117 0.771206
27 Fe18 470.118 0.770721
27 Fe18 480.118 0.7729
27 Fe18 490.119 0.772587
T= 490.119 Sum_i(J(m_i, T))
   
28 Fe19 0.100004 1.43651
28 Fe19 10.1004 1.43459
28 Fe19 20.1008 1.43284
28 Fe19 30.1011 1.43079
28 Fe19 40.1015 1.42856
28 Fe19 50.1019 1.42666
28 Fe19 60.1023 1.42462
28 Fe19 70.1027 1.42278
28 Fe19 80.103 1.42093
28 Fe19 90.1034 1.41843
28 Fe19 100.104 1.41703
28 Fe19 110.104 1.41459
28 Fe19 120.105 1.41246
28 Fe19 130.105 1.41118
28 Fe19 140.105 1.40745
28 Fe19 150.106 1.4051
28 Fe19 160.106 1.40336
28 Fe19 170.106 1.40093
28 Fe19 180.107 1.39885
28 Fe19 190.107 1.39626
28 Fe19 200.108 1.39299
28 Fe19 210.108 1.3906
28 Fe19 220.108 1.38909
28 Fe19 230.109 1.38646
28 Fe19 240.109 1.38367
28 Fe19 250.109 1.3806
28 Fe19 260.11 1.37728
28 Fe19 270.11 1.37572
28 Fe19 280.111 1.3714
28 Fe19 290.111 1.36916
28 Fe19 300.111 1.36608
28 Fe19 310.112 1.36464
28 Fe19 320.112 1.35967
28 Fe19 330.113 1.35816
28 Fe19 340.113 1.35602
28 Fe19 350.113 1.35272
28 Fe19 360.114 1.34969
28 Fe19 370.114 1.34646
28 Fe19 380.114 1.34295
28 Fe19 390.115 1.34107
28 Fe19 400.115 1.33782
28 Fe19 410.116 1.33401
28 Fe19 420.116 1.33201
28 Fe19 430.116 1.32943
28 Fe19 440.117 1.32571
28 Fe19 450.117 1.32336
28 Fe19 460.117 1.32001
28 Fe19 470.118 1.31712
28 Fe19 480.118 1.31586
28 Fe19 490.119 1.31148
T= 490.119 Sum_i(J(m_i, T))
   
29 Fe20 0.100004 1.02609
29 Fe20 10.1004 1.02041
29 Fe20 20.1008 1.01472
29 Fe20 30.1011 1.00922
29 Fe20 40.1015 1.00308
29 Fe20 50.1019 0.997242
29 Fe20 60.1023 0.990969
29 Fe20 70.1027 0.98477
29 Fe20 80.103 0.978288
29 Fe20 90.1034 0.972302
29 Fe20 100.104 0.96485
29 Fe20 110.104 0.95976
29 Fe20 120.105 0.953342
29 Fe20 130.105 0.94779
29 Fe20 140.105 0.942994
29 Fe20 150.106 0.937425
29 Fe20 160.106 0.933454
29 Fe20 170.106 0.927672
29 Fe20 180.107 0.923962
29 Fe20 190.107 0.920838
29 Fe20 200.108 0.914977
29 Fe20 210.108 0.911669
29 Fe20 220.108 0.908832
29 Fe20 230.109 0.905048
29 Fe20 240.109 0.903935
29 Fe20 250.109 0.901753
29 Fe20 260.11 0.900387
29 Fe20 270.11 0.897353
29 Fe20 280.111 0.894351
29 Fe20 290.111 0.892191
29 Fe20 300.111 0.890353
29 Fe20 310.112 0.888358
29 Fe20 320.112 0.888227
29 Fe20 330.113 0.886358
29 Fe20 340.113 0.885694
29 Fe20 350.113 0.884862
29 Fe20 360.114 0.88357
29 Fe20 370.114 0.882355
29 Fe20 380.114 0.882116
29 Fe20 390.115 0.882216
29 Fe20 400.115 0.879265
29 Fe20 410.116 0.878456
29 Fe20 420.116 0.879039
29 Fe20 430.116 0.879425
29 Fe20 440.117 0.879427
29 Fe20 450.117 0.878793
29 Fe20 460.117 0.879744
29 Fe20 470.118 0.878901
29 Fe20 480.118 0.879426
29 Fe20 490.119 0.879243
T= 490.119 Sum_i(J(m_i, T))
   
30 Fe21 0.100004 0.550575
30 Fe21 10.1004 0.549419
30 Fe21 20.1008 0.548666
30 Fe21 30.1011 0.547476
30 Fe21 40.1015 0.546707
30 Fe21 50.1019 0.545567
30 Fe21 60.1023 0.545562
30 Fe21 70.1027 0.546542
30 Fe21 80.103 0.544822
30 Fe21 90.1034 0.546421
30 Fe21 100.104 0.547979
30 Fe21 110.104 0.548545
30 Fe21 120.105 0.550185
30 Fe21 130.105 0.551426
30 Fe21 140.105 0.553645
30 Fe21 150.106 0.555344
30 Fe21 160.106 0.556035
30 Fe21 170.106 0.559224
30 Fe21 180.107 0.561069
30 Fe21 190.107 0.563838
30 Fe21 200.108 0.565901
30 Fe21 210.108 0.56813
30 Fe21 220.108 0.570719
30 Fe21 230.109 0.572733
30 Fe21 240.109 0.574688
30 Fe21 250.109 0.577519
30 Fe21 260.11 0.579604
30 Fe21 270.11 0.581575
30 Fe21 280.111 0.584829
30 Fe21 290.111 0.586569
30 Fe21 300.111 0.58972
30 Fe21 310.112 0.590269
30 Fe21 320.112 0.593093
30 Fe21 330.113 0.596257
30 Fe21 340.113 0.599055
30 Fe21 350.113 0.599889
30 Fe21 360.114 0.60251
30 Fe21 370.114 0.603891
30 Fe21 380.114 0.606851
30 Fe21 390.115 0.60916
30 Fe21 400.115 0.6119
30 Fe21 410.116 0.61406
30 Fe21 420.116 0.616308
30 Fe21 430.116 0.617698
30 Fe21 440.117 0.62019
30 Fe21 450.117 0.623257
30 Fe21 460.117 0.623933
30 Fe21 470.118 0.626091
30 Fe21 480.118 0.628732
30 Fe21 490.119 0.630221
T= 490.119 Sum_i(J(m_i, T))
   
31 Fe22 0.100004 1.24168
31 Fe22 10.1004 1.23762
31 Fe22 20.1008 1.23366
31 Fe22 30.1011 1.22972
31 Fe22 40.1015 1.22538
31 Fe22 50.1019 1.22094
31 Fe22 60.1023 1.21658
31 Fe22 70.1027 1.21193
31 Fe22 80.103 1.207
31 Fe22 90.1034 1.20214
31 Fe22 100.104 1.19753
31 Fe22 110.104 1.19122
31 Fe22 120.105 1.18683
31 Fe22 130.105 1.18138
31 Fe22 140.105 1.17493
31 Fe22 150.106 1.16972
31 Fe22 160.106 1.16416
31 Fe22 170.106 1.15821
31 Fe22 180.107 1.15362
31 Fe22 190.107 1.14574
31 Fe22 200.108 1.14207
31 Fe22 210.108 1.13583
31 Fe22 220.108 1.13093
31 Fe22 230.109 1.12719
31 Fe22 240.109 1.12167
31 Fe22 250.109 1.11671
31 Fe22 260.11 1.11358
31 Fe22 270.11 1.10835
31 Fe22 280.111 1.10473
31 Fe22 290.111 1.10067
31 Fe22 300.111 1.0975
31 Fe22 310.112 1.09165
31 Fe22 320.112 1.08919
31 Fe22 330.113 1.08769
31 Fe22 340.113 1.08413
31 Fe22 350.113 1.07966
31 Fe22 360.114 1.07725
31 Fe22 370.114 1.07317
31 Fe22 380.114 1.07164
31 Fe22 390.115 1.06981
31 Fe22 400.115 1.06753
31 Fe22 410.116 1.06521
31 Fe22 420.116 1.06287
31 Fe22 430.116 1.06011
31 Fe22 440.117 1.05679
31 Fe22 450.117 1.05643
31 Fe22 460.117 1.05369
31 Fe22 470.118 1.05229
31 Fe22 480.118 1.04969
31 Fe22 490.119 1.04866
T= 490.119 Sum_i(J(m_i, T))
   
32 Fe23 0.100004 1.49473
32 Fe23 10.1004 1.4928
32 Fe23 20.1008 1.49096
32 Fe23 30.1011 1.48906
32 Fe23 40.1015 1.48676
32 Fe23 50.1019 1.4849
32 Fe23 60.1023 1.48276
32 Fe23 70.1027 1.48063
32 Fe23 80.103 1.47894
32 Fe23 90.1034 1.47696
32 Fe23 100.104 1.47459
32 Fe23 110.104 1.47214
32 Fe23 120.105 1.4701
32 Fe23 130.105 1.46791
32 Fe23 140.105 1.46495
32 Fe23 150.106 1.4637
32 Fe23 160.106 1.46003
32 Fe23 170.106 1.45911
32 Fe23 180.107 1.45642
32 Fe23 190.107 1.45289
32 Fe23 200.108 1.45072
32 Fe23 210.108 1.44749
32 Fe23 220.108 1.44558
32 Fe23 230.109 1.44254
32 Fe23 240.109 1.43907
32 Fe23 250.109 1.4375
32 Fe23 260.11 1.4334
32 Fe23 270.11 1.43167
32 Fe23 280.111 1.42821
32 Fe23 290.111 1.42597
32 Fe23 300.111 1.42246
32 Fe23 310.112 1.41885
32 Fe23 320.112 1.41579
32 Fe23 330.113 1.41298
32 Fe23 340.113 1.41081
32 Fe23 350.113 1.40763
32 Fe23 360.114 1.40233
32 Fe23 370.114 1.40094
32 Fe23 380.114 1.39744
32 Fe23 390.115 1.39437
32 Fe23 400.115 1.39209
32 Fe23 410.116 1.38818
32 Fe23 420.116 1.38603
32 Fe23 430.116 1.3819
32 Fe23 440.117 1.37908
32 Fe23 450.117 1.37673
32 Fe23 460.117 1.37395
32 Fe23 470.118 1.37063
32 Fe23 480.118 1.36713
32 Fe23 490.119 1.36552
T= 490.119 Sum_i(J(m_i, T))
   
33 Fe24 0.100004 0.973374
33 Fe24 10.1004 0.965909
33 Fe24 20.1008 0.958853
33 Fe24 30.1011 0.951218
33 Fe24 40.1015 0.942401
33 Fe24 50.1019 0.933328
33 Fe24 60.1023 0.924856
33 Fe24 70.1027 0.916307
33 Fe24 80.103 0.908246
33 Fe24 90.1034 0.900161
33 Fe24 100.104 0.892646
33 Fe24 110.104 0.885844
33 Fe24 120.105 0.878719
33 Fe24 130.105 0.872701
33 Fe24 140.105 0.868016
33 Fe24 150.106 0.862127
33 Fe24 160.106 0.858305
33 Fe24 170.106 0.85432
33 Fe24 180.107 0.850887
33 Fe24 190.107 0.847459
33 Fe24 200.108 0.842669
33 Fe24 210.108 0.841461
33 Fe24 220.108 0.838034
33 Fe24 230.109 0.83682
33 Fe24 240.109 0.8346
33 Fe24 250.109 0.833294
33 Fe24 260.11 0.831663
33 Fe24 270.11 0.83092
33 Fe24 280.111 0.83063
33 Fe24 290.111 0.826853
33 Fe24 300.111 0.827861
33 Fe24 310.112 0.828018
33 Fe24 320.112 0.827273
33 Fe24 330.113 0.827733
33 Fe24 340.113 0.82612
33 Fe24 350.113 0.826209
33 Fe24 360.114 0.825123
33 Fe24 370.114 0.825907
33 Fe24 380.114 0.824969
33 Fe24 390.115 0.825456
33 Fe24 400.115 0.825365
33 Fe24 410.116 0.828307
33 Fe24 420.116 0.825963
33 Fe24 430.116 0.825241
33 Fe24 440.117 0.825482
33 Fe24 450.117 0.825462
33 Fe24 460.117 0.827665
33 Fe24 470.118 0.826813
33 Fe24 480.118 0.827125
33 Fe24 490.119 0.829188
T= 490.119 Sum_i(J(m_i, T))
   
34 Fe25 0.100004 1.38389
34 Fe25 10.1004 1.38161
34 Fe25 20.1008 1.37928
34 Fe25 30.1011 1.37649
34 Fe25 40.1015 1.37449
34 Fe25 50.1019 1.37182
34 Fe25 60.1023 1.36925
34 Fe25 70.1027 1.36625
34 Fe25 80.103 1.36371
34 Fe25 90.1034 1.36119
34 Fe25 100.104 1.35884
34 Fe25 110.104 1.35565
34 Fe25 120.105 1.35335
34 Fe25 130.105 1.35041
34 Fe25 140.105 1.34745
34 Fe25 150.106 1.34484
34 Fe25 160.106 1.34256
34 Fe25 170.106 1.33864
34 Fe25 180.107 1.33561
