N (# of atoms):
34 Fe25 300.111 6.436
34 Fe25 310.112 6.436
34 Fe25 320.112 6.436
34 Fe25 330.113 6.436
34 Fe25 340.113 6.436
34 Fe25 350.113 6.436
34 Fe25 360.114 6.436
34 Fe25 370.114 6.436
34 Fe25 380.114 6.436
34 Fe25 390.115 6.436
34 Fe25 400.115 6.436
34 Fe25 410.116 6.436
34 Fe25 420.116 6.436
34 Fe25 430.116 6.436
34 Fe25 440.117 6.436
34 Fe25 450.117 6.436
34 Fe25 460.117 6.436
34 Fe25 470.118 6.436
34 Fe25 480.118 6.436
34 Fe25 490.119 6.436
T= 490.119 Sum_i(J(m_i, T))
   
35 Fe26 0.100004 0.837758
35 Fe26 10.1004 0.830742
35 Fe26 20.1008 0.824015
35 Fe26 30.1011 0.817335
35 Fe26 40.1015 0.811135
35 Fe26 50.1019 0.806234
35 Fe26 60.1023 0.800568
35 Fe26 70.1027 0.795389
35 Fe26 80.103 0.789443
35 Fe26 90.1034 0.784742
35 Fe26 100.104 0.782667
35 Fe26 110.104 0.77843
35 Fe26 120.105 0.774796
35 Fe26 130.105 0.771738
35 Fe26 140.105 0.769596
35 Fe26 150.106 0.768433
35 Fe26 160.106 0.766379
35 Fe26 170.106 0.763044
35 Fe26 180.107 0.763392
35 Fe26 190.107 0.762933
35 Fe26 200.108 0.759762
35 Fe26 210.108 0.7607
35 Fe26 220.108 0.760866
35 Fe26 230.109 0.760721
35 Fe26 240.109 0.759654
35 Fe26 250.109 0.7606
35 Fe26 260.11 0.758988
35 Fe26 270.11 0.760112
35 Fe26 280.111 0.760135
35 Fe26 290.111 0.761695
35 Fe26 300.111 0.760036
35 Fe26 310.112 0.760846
35 Fe26 320.112 0.760144
35 Fe26 330.113 0.763331
35 Fe26 340.113 0.763063
35 Fe26 350.113 0.762017
35 Fe26 360.114 0.764282
35 Fe26 370.114 0.765863
35 Fe26 380.114 0.765448
35 Fe26 390.115 0.767062
35 Fe26 400.115 0.766741
35 Fe26 410.116 0.767999
35 Fe26 420.116 0.770494
35 Fe26 430.116 0.769193
35 Fe26 440.117 0.771234
35 Fe26 450.117 0.771518
35 Fe26 460.117 0.77211
35 Fe26 470.118 0.77494
35 Fe26 480.118 0.773696
35 Fe26 490.119 0.776518
T= 490.119 Sum_i(J(m_i, T))
   
36 Fe27 0.100004 0.8912
36 Fe27 10.1004 0.876725
36 Fe27 20.1008 0.862121
36 Fe27 30.1011 0.84829
36 Fe27 40.1015 0.835914
36 Fe27 50.1019 0.82343
36 Fe27 60.1023 0.812346
36 Fe27 70.1027 0.804917
36 Fe27 80.103 0.798011
36 Fe27 90.1034 0.790213
36 Fe27 100.104 0.784263
36 Fe27 110.104 0.780043
36 Fe27 120.105 0.777585
36 Fe27 130.105 0.773655
36 Fe27 140.105 0.772775
36 Fe27 150.106 0.769189
36 Fe27 160.106 0.769539
36 Fe27 170.106 0.766577
36 Fe27 180.107 0.767032
36 Fe27 190.107 0.764695
36 Fe27 200.108 0.765633
36 Fe27 210.108 0.76686
36 Fe27 220.108 0.765395
36 Fe27 230.109 0.765601
36 Fe27 240.109 0.765882
36 Fe27 250.109 0.76555
36 Fe27 260.11 0.767102
36 Fe27 270.11 0.767997
36 Fe27 280.111 0.769897
36 Fe27 290.111 0.769628
36 Fe27 300.111 0.770673
36 Fe27 310.112 0.772157
36 Fe27 320.112 0.774372
36 Fe27 330.113 0.774441
36 Fe27 340.113 0.774997
36 Fe27 350.113 0.776647
36 Fe27 360.114 0.777926
36 Fe27 370.114 0.781454
36 Fe27 380.114 0.779971
36 Fe27 390.115 0.781888
36 Fe27 400.115 0.782662
36 Fe27 410.116 0.784553
36 Fe27 420.116 0.784174
36 Fe27 430.116 0.785096
36 Fe27 440.117 0.785713
36 Fe27 450.117 0.788056
36 Fe27 460.117 0.789021
36 Fe27 470.118 0.791436
36 Fe27 480.118 0.793699
36 Fe27 490.119 0.792307
T= 490.119 Sum_i(J(m_i, T))
   
37 Fe28 0.100004 0.790952
37 Fe28 10.1004 0.785847
37 Fe28 20.1008 0.780373
37 Fe28 30.1011 0.774621
37 Fe28 40.1015 0.770619
37 Fe28 50.1019 0.765627
37 Fe28 60.1023 0.760572
37 Fe28 70.1027 0.755122
37 Fe28 80.103 0.752202
37 Fe28 90.1034 0.747049
37 Fe28 100.104 0.74393
37 Fe28 110.104 0.741078
37 Fe28 120.105 0.739001
37 Fe28 130.105 0.736756
37 Fe28 140.105 0.734413
37 Fe28 150.106 0.73216
37 Fe28 160.106 0.729729
37 Fe28 170.106 0.728272
37 Fe28 180.107 0.728102
37 Fe28 190.107 0.725956
37 Fe28 200.108 0.726615
37 Fe28 210.108 0.725851
37 Fe28 220.108 0.725644
37 Fe28 230.109 0.726271
37 Fe28 240.109 0.723466
37 Fe28 250.109 0.724953
37 Fe28 260.11 0.724787
37 Fe28 270.11 0.725497
37 Fe28 280.111 0.725393
37 Fe28 290.111 0.725256
37 Fe28 300.111 0.725988
37 Fe28 310.112 0.726308
37 Fe28 320.112 0.727149
37 Fe28 330.113 0.727961
37 Fe28 340.113 0.729322
37 Fe28 350.113 0.729561
37 Fe28 360.114 0.729035
37 Fe28 370.114 0.729611
37 Fe28 380.114 0.729824
37 Fe28 390.115 0.732301
37 Fe28 400.115 0.732442
37 Fe28 410.116 0.734658
37 Fe28 420.116 0.736417
37 Fe28 430.116 0.736805
37 Fe28 440.117 0.737167
37 Fe28 450.117 0.736602
37 Fe28 460.117 0.737118
37 Fe28 470.118 0.737846
37 Fe28 480.118 0.740918
37 Fe28 490.119 0.743139
T= 490.119 Sum_i(J(m_i, T))
   
38 Fe29 0.100004 0.957863
38 Fe29 10.1004 0.949788
38 Fe29 20.1008 0.941543
38 Fe29 30.1011 0.933731
38 Fe29 40.1015 0.9249
38 Fe29 50.1019 0.91729
38 Fe29 60.1023 0.90842
38 Fe29 70.1027 0.8999
38 Fe29 80.103 0.892819
38 Fe29 90.1034 0.885201
38 Fe29 100.104 0.87942
38 Fe29 110.104 0.872843
38 Fe29 120.105 0.867611
38 Fe29 130.105 0.862102
38 Fe29 140.105 0.857537
38 Fe29 150.106 0.853213
38 Fe29 160.106 0.849497
38 Fe29 170.106 0.84575
38 Fe29 180.107 0.842731
38 Fe29 190.107 0.840559
38 Fe29 200.108 0.836885
38 Fe29 210.108 0.836469
38 Fe29 220.108 0.835224
38 Fe29 230.109 0.831966
38 Fe29 240.109 0.831192
38 Fe29 250.109 0.829976
38 Fe29 260.11 0.829766
38 Fe29 270.11 0.827865
38 Fe29 280.111 0.825888
38 Fe29 290.111 0.824799
38 Fe29 300.111 0.823743
38 Fe29 310.112 0.825471
38 Fe29 320.112 0.823037
38 Fe29 330.113 0.824274
38 Fe29 340.113 0.822217
38 Fe29 350.113 0.821988
38 Fe29 360.114 0.823511
38 Fe29 370.114 0.821656
38 Fe29 380.114 0.822619
38 Fe29 390.115 0.822254
38 Fe29 400.115 0.823419
38 Fe29 410.116 0.82479
38 Fe29 420.116 0.824677
38 Fe29 430.116 0.824609
38 Fe29 440.117 0.824852
38 Fe29 450.117 0.826527
38 Fe29 460.117 0.825135
38 Fe29 470.118 0.826532
38 Fe29 480.118 0.825941
38 Fe29 490.119 0.82759
T= 490.119 Sum_i(J(m_i, T))
   
39 Fe30 0.100004 0.162477
39 Fe30 10.1004 0.170128
39 Fe30 20.1008 0.186913
39 Fe30 30.1011 0.203235
39 Fe30 40.1015 0.218987
39 Fe30 50.1019 0.232956
39 Fe30 60.1023 0.245805
39 Fe30 70.1027 0.257839
39 Fe30 80.103 0.268789
39 Fe30 90.1034 0.279227
39 Fe30 100.104 0.28906
39 Fe30 110.104 0.298989
39 Fe30 120.105 0.30785
39 Fe30 130.105 0.316568
39 Fe30 140.105 0.324638
39 Fe30 150.106 0.332588
39 Fe30 160.106 0.339395
39 Fe30 170.106 0.347237
39 Fe30 180.107 0.353668
39 Fe30 190.107 0.359853
39 Fe30 200.108 0.367999
39 Fe30 210.108 0.373231
39 Fe30 220.108 0.379355
39 Fe30 230.109 0.384627
39 Fe30 240.109 0.390188
39 Fe30 250.109 0.396016
39 Fe30 260.11 0.401867
39 Fe30 270.11 0.407678
39 Fe30 280.111 0.412389
39 Fe30 290.111 0.416282
39 Fe30 300.111 0.422648
39 Fe30 310.112 0.426987
39 Fe30 320.112 0.430176
39 Fe30 330.113 0.435484
39 Fe30 340.113 0.440759
39 Fe30 350.113 0.443534
39 Fe30 360.114 0.448589
39 Fe30 370.114 0.453372
39 Fe30 380.114 0.456853
39 Fe30 390.115 0.461713
39 Fe30 400.115 0.465522
39 Fe30 410.116 0.467514
39 Fe30 420.116 0.473311
39 Fe30 430.116 0.475757
39 Fe30 440.117 0.480399
39 Fe30 450.117 0.48328
39 Fe30 460.117 0.486186
39 Fe30 470.118 0.490868
39 Fe30 480.118 0.494542
39 Fe30 490.119 0.497863
T= 490.119 Sum_i(J(m_i, T))
   
40 Fe31 0.100004 1.03078
40 Fe31 10.1004 1.02728
40 Fe31 20.1008 1.02323
40 Fe31 30.1011 1.01952
40 Fe31 40.1015 1.01531
40 Fe31 50.1019 1.01175
40 Fe31 60.1023 1.00778
40 Fe31 70.1027 1.00354
40 Fe31 80.103 0.999342
40 Fe31 90.1034 0.995548
40 Fe31 100.104 0.99244
40 Fe31 110.104 0.988
40 Fe31 120.105 0.983888
40 Fe31 130.105 0.980676
40 Fe31 140.105 0.976848
40 Fe31 150.106 0.973671
40 Fe31 160.106 0.970155
40 Fe31 170.106 0.965803
40 Fe31 180.107 0.962331
40 Fe31 190.107 0.957836
40 Fe31 200.108 0.955155
40 Fe31 210.108 0.953007
40 Fe31 220.108 0.950078
40 Fe31 230.109 0.94837
40 Fe31 240.109 0.944621
40 Fe31 250.109 0.943658
40 Fe31 260.11 0.938868
40 Fe31 270.11 0.937088
40 Fe31 280.111 0.934856
40 Fe31 290.111 0.933868
40 Fe31 300.111 0.929893
40 Fe31 310.112 0.928943
40 Fe31 320.112 0.927687
40 Fe31 330.113 0.926036
40 Fe31 340.113 0.924268
40 Fe31 350.113 0.922985
40 Fe31 360.114 0.921605
40 Fe31 370.114 0.919715
40 Fe31 380.114 0.917542
40 Fe31 390.115 0.917075
40 Fe31 400.115 0.916915
40 Fe31 410.116 0.915692
40 Fe31 420.116 0.914797
40 Fe31 430.116 0.913056
40 Fe31 440.117 0.911071
40 Fe31 450.117 0.91077
40 Fe31 460.117 0.912933
40 Fe31 470.118 0.909235
40 Fe31 480.118 0.910384
40 Fe31 490.119 0.910377
T= 490.119 Sum_i(J(m_i, T))
   
41 Fe32 0.100004 1.49926
41 Fe32 10.1004 1.49697
41 Fe32 20.1008 1.49432
41 Fe32 30.1011 1.49225
41 Fe32 40.1015 1.48981
41 Fe32 50.1019 1.48714
41 Fe32 60.1023 1.48449
41 Fe32 70.1027 1.48207
41 Fe32 80.103 1.47907
41 Fe32 90.1034 1.47678
41 Fe32 100.104 1.47418
41 Fe32 110.104 1.47104
41 Fe32 120.105 1.46864
41 Fe32 130.105 1.46572
41 Fe32 140.105 1.46242
41 Fe32 150.106 1.45978
41 Fe32 160.106 1.457
41 Fe32 170.106 1.45363
41 Fe32 180.107 1.45091
41 Fe32 190.107 1.44645
41 Fe32 200.108 1.44432
41 Fe32 210.108 1.44068
41 Fe32 220.108 1.4372
41 Fe32 230.109 1.43451
41 Fe32 240.109 1.42982
41 Fe32 250.109 1.42635
41 Fe32 260.11 1.42291
41 Fe32 270.11 1.41962
41 Fe32 280.111 1.41605
41 Fe32 290.111 1.41252
41 Fe32 300.111 1.40834
41 Fe32 310.112 1.40455
41 Fe32 320.112 1.40082
41 Fe32 330.113 1.39821
41 Fe32 340.113 1.39457
41 Fe32 350.113 1.38996
41 Fe32 360.114 1.38739
41 Fe32 370.114 1.38439
41 Fe32 380.114 1.37919
41 Fe32 390.115 1.37668
41 Fe32 400.115 1.37423
41 Fe32 410.116 1.36995
41 Fe32 420.116 1.36711
41 Fe32 430.116 1.36259
41 Fe32 440.117 1.36038
41 Fe32 450.117 1.357
41 Fe32 460.117 1.35366
41 Fe32 470.118 1.34922
41 Fe32 480.118 1.34597
41 Fe32 490.119 1.34399
T= 490.119 Sum_i(J(m_i, T))
   
42 Fe33 0.100004 0.615721
42 Fe33 10.1004 0.610468
42 Fe33 20.1008 0.60561
42 Fe33 30.1011 0.599677
42 Fe33 40.1015 0.596
42 Fe33 50.1019 0.593243
42 Fe33 60.1023 0.589562
42 Fe33 70.1027 0.586295
42 Fe33 80.103 0.585076
42 Fe33 90.1034 0.583311
42 Fe33 100.104 0.582196
42 Fe33 110.104 0.583182
42 Fe33 120.105 0.583121
42 Fe33 130.105 0.582515
42 Fe33 140.105 0.585427
42 Fe33 150.106 0.585872
42 Fe33 160.106 0.586177
42 Fe33 170.106 0.589028
42 Fe33 180.107 0.588367
42 Fe33 190.107 0.591125
42 Fe33 200.108 0.592744
42 Fe33 210.108 0.594672
42 Fe33 220.108 0.596709
42 Fe33 230.109 0.598355
42 Fe33 240.109 0.600777
42 Fe33 250.109 0.602478
42 Fe33 260.11 0.60396
42 Fe33 270.11 0.607397
42 Fe33 280.111 0.607324
42 Fe33 290.111 0.610241
42 Fe33 300.111 0.611577
42 Fe33 310.112 0.614319
42 Fe33 320.112 0.616254
42 Fe33 330.113 0.617939
42 Fe33 340.113 0.620767
42 Fe33 350.113 0.621797
42 Fe33 360.114 0.62332
42 Fe33 370.114 0.623826
42 Fe33 380.114 0.628717
42 Fe33 390.115 0.629751
42 Fe33 400.115 0.631712
42 Fe33 410.116 0.634166
42 Fe33 420.116 0.636023
42 Fe33 430.116 0.63829
42 Fe33 440.117 0.640084
42 Fe33 450.117 0.642891
42 Fe33 460.117 0.64347
42 Fe33 470.118 0.645913
42 Fe33 480.118 0.647315
42 Fe33 490.119 0.649943
T= 490.119 Sum_i(J(m_i, T))
   
43 Fe34 0.100004 0.993537
43 Fe34 10.1004 0.988566
43 Fe34 20.1008 0.983516
43 Fe34 30.1011 0.978662
43 Fe34 40.1015 0.973037
43 Fe34 50.1019 0.967988
43 Fe34 60.1023 0.962612
43 Fe34 70.1027 0.957804
43 Fe34 80.103 0.952653
43 Fe34 90.1034 0.946854
43 Fe34 100.104 0.942716
43 Fe34 110.104 0.937607
43 Fe34 120.105 0.932747
43 Fe34 130.105 0.928021
43 Fe34 140.105 0.923605
43 Fe34 150.106 0.917932
43 Fe34 160.106 0.914717
43 Fe34 170.106 0.911003
43 Fe34 180.107 0.908092
43 Fe34 190.107 0.904996
43 Fe34 200.108 0.901626
43 Fe34 210.108 0.897797
43 Fe34 220.108 0.89495
43 Fe34 230.109 0.89297
43 Fe34 240.109 0.889985
43 Fe34 250.109 0.88913
43 Fe34 260.11 0.88605
43 Fe34 270.11 0.883379
43 Fe34 280.111 0.882379
43 Fe34 290.111 0.880945
43 Fe34 300.111 0.880252
43 Fe34 310.112 0.877642
43 Fe34 320.112 0.878868
43 Fe34 330.113 0.876028
43 Fe34 340.113 0.874194
43 Fe34 350.113 0.87373
43 Fe34 360.114 0.87399
43 Fe34 370.114 0.872021
43 Fe34 380.114 0.870322
43 Fe34 390.115 0.870244
43 Fe34 400.115 0.871911
43 Fe34 410.116 0.871302
43 Fe34 420.116 0.870217
43 Fe34 430.116 0.867894
43 Fe34 440.117 0.869094
43 Fe34 450.117 0.869539
43 Fe34 460.117 0.869868
43 Fe34 470.118 0.869772
43 Fe34 480.118 0.868702
43 Fe34 490.119 0.86895
T= 490.119 Sum_i(J(m_i, T))
   
44 Fe35 0.100004 0.351286
44 Fe35 10.1004 0.353027
44 Fe35 20.1008 0.354657
44 Fe35 30.1011 0.356206
44 Fe35 40.1015 0.357952
44 Fe35 50.1019 0.360072
44 Fe35 60.1023 0.361653
44 Fe35 70.1027 0.364217
44 Fe35 80.103 0.366584
44 Fe35 90.1034 0.369284
44 Fe35 100.104 0.3716
44 Fe35 110.104 0.374742
44 Fe35 120.105 0.377287
44 Fe35 130.105 0.38042
44 Fe35 140.105 0.383466
44 Fe35 150.106 0.387626
44 Fe35 160.106 0.390395
44 Fe35 170.106 0.393018
44 Fe35 180.107 0.397347
44 Fe35 190.107 0.399862
44 Fe35 200.108 0.403213
44 Fe35 210.108 0.407466
44 Fe35 220.108 0.409753
44 Fe35 230.109 0.413502
44 Fe35 240.109 0.416766
44 Fe35 250.109 0.420411
44 Fe35 260.11 0.422544
44 Fe35 270.11 0.425969
44 Fe35 280.111 0.430362
44 Fe35 290.111 0.434014
44 Fe35 300.111 0.435965
44 Fe35 310.112 0.43971
44 Fe35 320.112 0.443792
44 Fe35 330.113 0.445102
44 Fe35 340.113 0.447644
44 Fe35 350.113 0.452114
44 Fe35 360.114 0.454565
44 Fe35 370.114 0.456896
44 Fe35 380.114 0.45921
44 Fe35 390.115 0.462494
44 Fe35 400.115 0.466281
44 Fe35 410.116 0.46936
44 Fe35 420.116 0.47131
44 Fe35 430.116 0.474214
44 Fe35 440.117 0.477583
44 Fe35 450.117 0.479282
44 Fe35 460.117 0.48342
44 Fe35 470.118 0.485076
44 Fe35 480.118 0.487375
44 Fe35 490.119 0.490973
T= 490.119 Sum_i(J(m_i, T))
   
45 Fe36 0.100004 1.19375
45 Fe36 10.1004 1.19062
45 Fe36 20.1008 1.18747
45 Fe36 30.1011 1.1839
45 Fe36 40.1015 1.18127
45 Fe36 50.1019 1.17728
45 Fe36 60.1023 1.17335
45 Fe36 70.1027 1.17013
45 Fe36 80.103 1.16622
45 Fe36 90.1034 1.16271
45 Fe36 100.104 1.15911
45 Fe36 110.104 1.15498
45 Fe36 120.105 1.15135
45 Fe36 130.105 1.14779
45 Fe36 140.105 1.1442
45 Fe36 150.106 1.14016
45 Fe36 160.106 1.13617
45 Fe36 170.106 1.13207
45 Fe36 180.107 1.12665
45 Fe36 190.107 1.12351
45 Fe36 200.108 1.12089
45 Fe36 210.108 1.1169
45 Fe36 220.108 1.11244
45 Fe36 230.109 1.10888
45 Fe36 240.109 1.10397
45 Fe36 250.109 1.10221
45 Fe36 260.11 1.09843
45 Fe36 270.11 1.09379
45 Fe36 280.111 1.09126
45 Fe36 290.111 1.08778
45 Fe36 300.111 1.08464
45 Fe36 310.112 1.08169
45 Fe36 320.112 1.08015
45 Fe36 330.113 1.07719
45 Fe36 340.113 1.0739
45 Fe36 350.113 1.07218
45 Fe36 360.114 1.06917
45 Fe36 370.114 1.06721
45 Fe36 380.114 1.06395
45 Fe36 390.115 1.06146
45 Fe36 400.115 1.06147
45 Fe36 410.116 1.05722
45 Fe36 420.116 1.05493
45 Fe36 430.116 1.05313
45 Fe36 440.117 1.0516
45 Fe36 450.117 1.04954
45 Fe36 460.117 1.04738
45 Fe36 470.118 1.04661
45 Fe36 480.118 1.04507
45 Fe36 490.119 1.04574
T= 490.119 Sum_i(J(m_i, T))
   
46 Fe37 0.100004 0.571535
46 Fe37 10.1004 0.568105
46 Fe37 20.1008 0.563592
46 Fe37 30.1011 0.560352
46 Fe37 40.1015 0.557118
46 Fe37 50.1019 0.554312
46 Fe37 60.1023 0.553876
46 Fe37 70.1027 0.55241
46 Fe37 80.103 0.552196
46 Fe37 90.1034 0.552616
46 Fe37 100.104 0.553823
46 Fe37 110.104 0.554996
46 Fe37 120.105 0.55417
46 Fe37 130.105 0.557637
46 Fe37 140.105 0.558953
46 Fe37 150.106 0.562523
46 Fe37 160.106 0.563325
46 Fe37 170.106 0.564239
46 Fe37 180.107 0.568359
46 Fe37 190.107 0.570276
46 Fe37 200.108 0.570854
46 Fe37 210.108 0.574671
46 Fe37 220.108 0.577407
46 Fe37 230.109 0.579355
46 Fe37 240.109 0.58303
46 Fe37 250.109 0.584896
46 Fe37 260.11 0.587311
46 Fe37 270.11 0.589006
46 Fe37 280.111 0.590323
46 Fe37 290.111 0.594051
46 Fe37 300.111 0.598117
46 Fe37 310.112 0.598562
46 Fe37 320.112 0.603538
46 Fe37 330.113 0.603991
46 Fe37 340.113 0.607494
46 Fe37 350.113 0.60973
46 Fe37 360.114 0.611455
46 Fe37 370.114 0.612626
46 Fe37 380.114 0.617656
46 Fe37 390.115 0.617052
46 Fe37 400.115 0.62051
46 Fe37 410.116 0.622809
46 Fe37 420.116 0.627883
46 Fe37 430.116 0.627245
46 Fe37 440.117 0.628698
46 Fe37 450.117 0.632668
46 Fe37 460.117 0.633795
46 Fe37 470.118 0.636679
46 Fe37 480.118 0.638271
46 Fe37 490.119 0.641288
T= 490.119 Sum_i(J(m_i, T))
   
47 Fe38 0.100004 0.21868
47 Fe38 10.1004 0.220263
47 Fe38 20.1008 0.222808
47 Fe38 30.1011 0.228021
47 Fe38 40.1015 0.234023
47 Fe38 50.1019 0.240878
47 Fe38 60.1023 0.248355
47 Fe38 70.1027 0.254671
47 Fe38 80.103 0.262348
47 Fe38 90.1034 0.268494
47 Fe38 100.104 0.275122
47 Fe38 110.104 0.281681
47 Fe38 120.105 0.288306
47 Fe38 130.105 0.294321
47 Fe38 140.105 0.300186
47 Fe38 150.106 0.305635
47 Fe38 160.106 0.311522
47 Fe38 170.106 0.317182
47 Fe38 180.107 0.322377
47 Fe38 190.107 0.328541
47 Fe38 200.108 0.33259
47 Fe38 210.108 0.337555
47 Fe38 220.108 0.342784
47 Fe38 230.109 0.346998
47 Fe38 240.109 0.353095
47 Fe38 250.109 0.357461
47 Fe38 260.11 0.361833
47 Fe38 270.11 0.36611
47 Fe38 280.111 0.370161
47 Fe38 290.111 0.375058
47 Fe38 300.111 0.379023
47 Fe38 310.112 0.383953
47 Fe38 320.112 0.386295
47 Fe38 330.113 0.391396
47 Fe38 340.113 0.394661
47 Fe38 350.113 0.398954
47 Fe38 360.114 0.402632
47 Fe38 370.114 0.406083
47 Fe38 380.114 0.411262
47 Fe38 390.115 0.413742
47 Fe38 400.115 0.417075
47 Fe38 410.116 0.420822
47 Fe38 420.116 0.424604
47 Fe38 430.116 0.426494
47 Fe38 440.117 0.430975
47 Fe38 450.117 0.435652
47 Fe38 460.117 0.438115
47 Fe38 470.118 0.440396
47 Fe38 480.118 0.444147
47 Fe38 490.119 0.447262
T= 490.119 Sum_i(J(m_i, T))
   
48 Fe39 0.100004 1.06157
48 Fe39 10.1004 1.05329
48 Fe39 20.1008 1.04461
48 Fe39 30.1011 1.03617
48 Fe39 40.1015 1.02663
48 Fe39 50.1019 1.01705
48 Fe39 60.1023 1.00733
48 Fe39 70.1027 0.996691
48 Fe39 80.103 0.987037
48 Fe39 90.1034 0.977675
48 Fe39 100.104 0.969209
48 Fe39 110.104 0.961406
48 Fe39 120.105 0.952176
48 Fe39 130.105 0.946568
48 Fe39 140.105 0.94144
48 Fe39 150.106 0.932907
48 Fe39 160.106 0.927326
48 Fe39 170.106 0.923379
48 Fe39 180.107 0.919437
48 Fe39 190.107 0.914612
48 Fe39 200.108 0.907987
48 Fe39 210.108 0.907628
48 Fe39 220.108 0.902794
48 Fe39 230.109 0.900735
48 Fe39 240.109 0.899559
48 Fe39 250.109 0.897277
48 Fe39 260.11 0.894913
48 Fe39 270.11 0.894575
48 Fe39 280.111 0.891297
48 Fe39 290.111 0.888958
48 Fe39 300.111 0.890734
48 Fe39 310.112 0.888093
48 Fe39 320.112 0.88743
48 Fe39 330.113 0.888058
48 Fe39 340.113 0.885559
48 Fe39 350.113 0.883212
48 Fe39 360.114 0.88269
48 Fe39 370.114 0.881467
48 Fe39 380.114 0.883196
48 Fe39 390.115 0.88406
48 Fe39 400.115 0.881997
48 Fe39 410.116 0.88164
48 Fe39 420.116 0.881517
48 Fe39 430.116 0.880602
48 Fe39 440.117 0.880567
48 Fe39 450.117 0.880403
48 Fe39 460.117 0.881952
48 Fe39 470.118 0.881208
48 Fe39 480.118 0.882123
48 Fe39 490.119 0.882013
T= 490.119 Sum_i(J(m_i, T))
   
49 Fe40 0.100004 0.119579
49 Fe40 10.1004 0.126709
49 Fe40 20.1008 0.141958
49 Fe40 30.1011 0.15647
49 Fe40 40.1015 0.168664
49 Fe40 50.1019 0.180477
49 Fe40 60.1023 0.191069
49 Fe40 70.1027 0.200888
49 Fe40 80.103 0.210347
49 Fe40 90.1034 0.219247
49 Fe40 100.104 0.227187
49 Fe40 110.104 0.2353
49 Fe40 120.105 0.242656
49 Fe40 130.105 0.250152
49 Fe40 140.105 0.257402
49 Fe40 150.106 0.263804
49 Fe40 160.106 0.269945
49 Fe40 170.106 0.276509
49 Fe40 180.107 0.282152
49 Fe40 190.107 0.288142
49 Fe40 200.108 0.293767
49 Fe40 210.108 0.299925
49 Fe40 220.108 0.305463
49 Fe40 230.109 0.309614
49 Fe40 240.109 0.315274
49 Fe40 250.109 0.319678
49 Fe40 260.11 0.3243
49 Fe40 270.11 0.328887
49 Fe40 280.111 0.33403
49 Fe40 290.111 0.338427
49 Fe40 300.111 0.342007
49 Fe40 310.112 0.34591
49 Fe40 320.112 0.350647
49 Fe40 330.113 0.35536
49 Fe40 340.113 0.359183
49 Fe40 350.113 0.364225
49 Fe40 360.114 0.367534
49 Fe40 370.114 0.371426
49 Fe40 380.114 0.374412
49 Fe40 390.115 0.378543
49 Fe40 400.115 0.382718
49 Fe40 410.116 0.386375
49 Fe40 420.116 0.389875
49 Fe40 430.116 0.393524
49 Fe40 440.117 0.396446
49 Fe40 450.117 0.400006
49 Fe40 460.117 0.403623
49 Fe40 470.118 0.40623
49 Fe40 480.118 0.408449
49 Fe40 490.119 0.412523
T= 490.119 Sum_i(J(m_i, T))
   
50 Fe41 0.100004 1.2318
50 Fe41 10.1004 1.22635
50 Fe41 20.1008 1.22073
50 Fe41 30.1011 1.21453
50 Fe41 40.1015 1.20905
50 Fe41 50.1019 1.20111
50 Fe41 60.1023 1.19395
50 Fe41 70.1027 1.18653
50 Fe41 80.103 1.17838
50 Fe41 90.1034 1.16939
50 Fe41 100.104 1.1614
50 Fe41 110.104 1.15302
50 Fe41 120.105 1.1439
50 Fe41 130.105 1.13589
50 Fe41 140.105 1.12857
50 Fe41 150.106 1.12082
50 Fe41 160.106 1.11162
50 Fe41 170.106 1.10421
50 Fe41 180.107 1.09644
50 Fe41 190.107 1.09157
50 Fe41 200.108 1.0839
50 Fe41 210.108 1.07742
50 Fe41 220.108 1.0717
50 Fe41 230.109 1.06738
50 Fe41 240.109 1.06208
50 Fe41 250.109 1.05793
50 Fe41 260.11 1.0526
50 Fe41 270.11 1.04874
50 Fe41 280.111 1.04476
50 Fe41 290.111 1.04267
50 Fe41 300.111 1.03636
50 Fe41 310.112 1.03357
50 Fe41 320.112 1.0305
50 Fe41 330.113 1.02722
50 Fe41 340.113 1.02563
50 Fe41 350.113 1.02182
50 Fe41 360.114 1.02012
50 Fe41 370.114 1.01679
50 Fe41 380.114 1.01582
50 Fe41 390.115 1.01416
50 Fe41 400.115 1.01164
50 Fe41 410.116 1.0105
50 Fe41 420.116 1.01
50 Fe41 430.116 1.00656
50 Fe41 440.117 1.00567
50 Fe41 450.117 1.00316
50 Fe41 460.117 1.00276
50 Fe41 470.118 1.0023
50 Fe41 480.118 0.99981
50 Fe41 490.119 0.999343
T= 490.119 Sum_i(J(m_i, T))
   
51 Fe42 0.100004 0.966982
51 Fe42 10.1004 0.962347
51 Fe42 20.1008 0.958059
51 Fe42 30.1011 0.953569
51 Fe42 40.1015 0.949386
51 Fe42 50.1019 0.94408
51 Fe42 60.1023 0.938976
51 Fe42 70.1027 0.934731
51 Fe42 80.103 0.929723
51 Fe42 90.1034 0.925694
51 Fe42 100.104 0.920645
51 Fe42 110.104 0.916247
51 Fe42 120.105 0.911961
51 Fe42 130.105 0.906959
51 Fe42 140.105 0.903448
51 Fe42 150.106 0.898943
51 Fe42 160.106 0.896436
51 Fe42 170.106 0.892908
51 Fe42 180.107 0.889335
51 Fe42 190.107 0.884719
