N (# of atoms):
17 Fe8 390.115 1.0267
17 Fe8 400.115 1.02629
17 Fe8 410.116 1.025
17 Fe8 420.116 1.02368
17 Fe8 430.116 1.01977
17 Fe8 440.117 1.0197
17 Fe8 450.117 1.01824
17 Fe8 460.117 1.01625
17 Fe8 470.118 1.01601
17 Fe8 480.118 1.01442
17 Fe8 490.119 1.01183
T= 490.119 Sum_i(J(m_i, T))
   
18 Fe9 0.100004 0.495162
18 Fe9 10.1004 0.493272
18 Fe9 20.1008 0.492183
18 Fe9 30.1011 0.491008
18 Fe9 40.1015 0.489922
18 Fe9 50.1019 0.491033
18 Fe9 60.1023 0.491019
18 Fe9 70.1027 0.493365
18 Fe9 80.103 0.495638
18 Fe9 90.1034 0.497963
18 Fe9 100.104 0.500585
18 Fe9 110.104 0.503405
18 Fe9 120.105 0.508162
18 Fe9 130.105 0.511925
18 Fe9 140.105 0.514029
18 Fe9 150.106 0.51773
18 Fe9 160.106 0.521537
18 Fe9 170.106 0.524632
18 Fe9 180.107 0.527837
18 Fe9 190.107 0.532509
18 Fe9 200.108 0.536476
18 Fe9 210.108 0.539037
18 Fe9 220.108 0.54362
18 Fe9 230.109 0.546067
18 Fe9 240.109 0.548832
18 Fe9 250.109 0.553058
18 Fe9 260.11 0.556625
18 Fe9 270.11 0.559065
18 Fe9 280.111 0.563531
18 Fe9 290.111 0.565256
18 Fe9 300.111 0.56975
18 Fe9 310.112 0.572067
18 Fe9 320.112 0.574409
18 Fe9 330.113 0.578579
18 Fe9 340.113 0.580747
18 Fe9 350.113 0.583967
18 Fe9 360.114 0.585914
18 Fe9 370.114 0.590082
18 Fe9 380.114 0.592976
18 Fe9 390.115 0.595593
18 Fe9 400.115 0.599285
18 Fe9 410.116 0.599897
18 Fe9 420.116 0.602707
18 Fe9 430.116 0.60795
18 Fe9 440.117 0.60855
18 Fe9 450.117 0.611191
18 Fe9 460.117 0.613619
18 Fe9 470.118 0.616734
18 Fe9 480.118 0.618493
18 Fe9 490.119 0.621769
T= 490.119 Sum_i(J(m_i, T))
   
19 Fe10 0.100004 1.04741
19 Fe10 10.1004 1.04305
19 Fe10 20.1008 1.03804
19 Fe10 30.1011 1.03374
19 Fe10 40.1015 1.02876
19 Fe10 50.1019 1.02409
19 Fe10 60.1023 1.01996
19 Fe10 70.1027 1.01504
19 Fe10 80.103 1.01066
19 Fe10 90.1034 1.00521
19 Fe10 100.104 1.00139
19 Fe10 110.104 0.996741
19 Fe10 120.105 0.992926
19 Fe10 130.105 0.987816
19 Fe10 140.105 0.982374
19 Fe10 150.106 0.979496
19 Fe10 160.106 0.974275
19 Fe10 170.106 0.97122
19 Fe10 180.107 0.968165
19 Fe10 190.107 0.964366
19 Fe10 200.108 0.961754
19 Fe10 210.108 0.957276
19 Fe10 220.108 0.954146
19 Fe10 230.109 0.953393
19 Fe10 240.109 0.950235
19 Fe10 250.109 0.944665
19 Fe10 260.11 0.943922
19 Fe10 270.11 0.942055
19 Fe10 280.111 0.93863
19 Fe10 290.111 0.936593
19 Fe10 300.111 0.935835
19 Fe10 310.112 0.934049
19 Fe10 320.112 0.930188
19 Fe10 330.113 0.92994
19 Fe10 340.113 0.928504
19 Fe10 350.113 0.927036
19 Fe10 360.114 0.925623
19 Fe10 370.114 0.923316
19 Fe10 380.114 0.9232
19 Fe10 390.115 0.92229
19 Fe10 400.115 0.921377
19 Fe10 410.116 0.919715
19 Fe10 420.116 0.918776
19 Fe10 430.116 0.919467
19 Fe10 440.117 0.920539
19 Fe10 450.117 0.916867
19 Fe10 460.117 0.917019
19 Fe10 470.118 0.916861
19 Fe10 480.118 0.914553
19 Fe10 490.119 0.915727
T= 490.119 Sum_i(J(m_i, T))
   
20 Fe11 0.100004 1.44274
20 Fe11 10.1004 1.44017
20 Fe11 20.1008 1.43726
20 Fe11 30.1011 1.43477
20 Fe11 40.1015 1.43218
20 Fe11 50.1019 1.42876
20 Fe11 60.1023 1.42628
20 Fe11 70.1027 1.42349
20 Fe11 80.103 1.42115
20 Fe11 90.1034 1.41816
20 Fe11 100.104 1.41421
20 Fe11 110.104 1.41144
20 Fe11 120.105 1.40804
20 Fe11 130.105 1.40481
20 Fe11 140.105 1.40068
20 Fe11 150.106 1.3984
20 Fe11 160.106 1.39347
20 Fe11 170.106 1.39014
20 Fe11 180.107 1.38567
20 Fe11 190.107 1.3827
20 Fe11 200.108 1.37854
20 Fe11 210.108 1.37481
20 Fe11 220.108 1.37092
20 Fe11 230.109 1.36547
20 Fe11 240.109 1.36314
20 Fe11 250.109 1.359
20 Fe11 260.11 1.35403
20 Fe11 270.11 1.3508
20 Fe11 280.111 1.3455
20 Fe11 290.111 1.34161
20 Fe11 300.111 1.33782
20 Fe11 310.112 1.33391
20 Fe11 320.112 1.32932
20 Fe11 330.113 1.325
20 Fe11 340.113 1.3229
20 Fe11 350.113 1.31881
20 Fe11 360.114 1.31384
20 Fe11 370.114 1.31252
20 Fe11 380.114 1.30608
20 Fe11 390.115 1.30367
20 Fe11 400.115 1.29916
20 Fe11 410.116 1.2949
20 Fe11 420.116 1.29091
20 Fe11 430.116 1.2887
20 Fe11 440.117 1.28628
20 Fe11 450.117 1.2821
20 Fe11 460.117 1.27926
20 Fe11 470.118 1.27638
20 Fe11 480.118 1.27118
20 Fe11 490.119 1.27115
T= 490.119 Sum_i(J(m_i, T))
   
21 Fe12 0.100004 1.03616
21 Fe12 10.1004 1.03089
21 Fe12 20.1008 1.02523
21 Fe12 30.1011 1.0195
21 Fe12 40.1015 1.01408
21 Fe12 50.1019 1.00786
21 Fe12 60.1023 1.00244
21 Fe12 70.1027 0.996634
21 Fe12 80.103 0.990631
21 Fe12 90.1034 0.98541
21 Fe12 100.104 0.97937
21 Fe12 110.104 0.972596
21 Fe12 120.105 0.96794
21 Fe12 130.105 0.962428
21 Fe12 140.105 0.958226
21 Fe12 150.106 0.9531
21 Fe12 160.106 0.947779
21 Fe12 170.106 0.944779
21 Fe12 180.107 0.940818
21 Fe12 190.107 0.936711
21 Fe12 200.108 0.933595
21 Fe12 210.108 0.929188
21 Fe12 220.108 0.926641
21 Fe12 230.109 0.923107
21 Fe12 240.109 0.921908
21 Fe12 250.109 0.91763
21 Fe12 260.11 0.915696
21 Fe12 270.11 0.912642
21 Fe12 280.111 0.910609
21 Fe12 290.111 0.909308
21 Fe12 300.111 0.907275
21 Fe12 310.112 0.904844
21 Fe12 320.112 0.903517
21 Fe12 330.113 0.901467
21 Fe12 340.113 0.902172
21 Fe12 350.113 0.89949
21 Fe12 360.114 0.900448
21 Fe12 370.114 0.898561
21 Fe12 380.114 0.896864
21 Fe12 390.115 0.896687
21 Fe12 400.115 0.895733
21 Fe12 410.116 0.894983
21 Fe12 420.116 0.8943
21 Fe12 430.116 0.893798
21 Fe12 440.117 0.892705
21 Fe12 450.117 0.891925
21 Fe12 460.117 0.893769
21 Fe12 470.118 0.891148
21 Fe12 480.118 0.892047
21 Fe12 490.119 0.891904
T= 490.119 Sum_i(J(m_i, T))
   
22 Fe13 0.100004 0.763784
22 Fe13 10.1004 0.758974
22 Fe13 20.1008 0.754059
22 Fe13 30.1011 0.749512
22 Fe13 40.1015 0.745119
22 Fe13 50.1019 0.741303
22 Fe13 60.1023 0.736483
22 Fe13 70.1027 0.731954
22 Fe13 80.103 0.72769
22 Fe13 90.1034 0.723995
22 Fe13 100.104 0.720645
22 Fe13 110.104 0.717423
22 Fe13 120.105 0.713654
22 Fe13 130.105 0.711614
22 Fe13 140.105 0.709451
22 Fe13 150.106 0.707518
22 Fe13 160.106 0.706067
22 Fe13 170.106 0.703579
22 Fe13 180.107 0.704517
22 Fe13 190.107 0.702107
22 Fe13 200.108 0.701036
22 Fe13 210.108 0.70073
22 Fe13 220.108 0.698908
22 Fe13 230.109 0.699213
22 Fe13 240.109 0.698723
22 Fe13 250.109 0.69894
22 Fe13 260.11 0.698994
22 Fe13 270.11 0.700233
22 Fe13 280.111 0.700539
22 Fe13 290.111 0.700253
22 Fe13 300.111 0.700843
22 Fe13 310.112 0.700884
22 Fe13 320.112 0.70206
22 Fe13 330.113 0.70271
22 Fe13 340.113 0.701904
22 Fe13 350.113 0.704324
22 Fe13 360.114 0.704756
22 Fe13 370.114 0.705205
22 Fe13 380.114 0.707804
22 Fe13 390.115 0.706274
22 Fe13 400.115 0.707477
22 Fe13 410.116 0.70814
22 Fe13 420.116 0.707733
22 Fe13 430.116 0.71101
22 Fe13 440.117 0.710648
22 Fe13 450.117 0.711774
22 Fe13 460.117 0.712311
22 Fe13 470.118 0.715389
22 Fe13 480.118 0.715018
22 Fe13 490.119 0.716457
T= 490.119 Sum_i(J(m_i, T))
   
23 Fe14 0.100004 0.257353
23 Fe14 10.1004 0.261574
23 Fe14 20.1008 0.267871
23 Fe14 30.1011 0.277228
23 Fe14 40.1015 0.286521
23 Fe14 50.1019 0.296607
23 Fe14 60.1023 0.306375
23 Fe14 70.1027 0.316144
23 Fe14 80.103 0.325699
23 Fe14 90.1034 0.335506
23 Fe14 100.104 0.343675
23 Fe14 110.104 0.352084
23 Fe14 120.105 0.360125
23 Fe14 130.105 0.368437
23 Fe14 140.105 0.375871
23 Fe14 150.106 0.382136
23 Fe14 160.106 0.38937
23 Fe14 170.106 0.396647
23 Fe14 180.107 0.401573
23 Fe14 190.107 0.408793
23 Fe14 200.108 0.415292
23 Fe14 210.108 0.422138
23 Fe14 220.108 0.426414
23 Fe14 230.109 0.431674
23 Fe14 240.109 0.438678
23 Fe14 250.109 0.442627
23 Fe14 260.11 0.448602
23 Fe14 270.11 0.452792
23 Fe14 280.111 0.456994
23 Fe14 290.111 0.464071
23 Fe14 300.111 0.466247
23 Fe14 310.112 0.473741
23 Fe14 320.112 0.476071
23 Fe14 330.113 0.480334
23 Fe14 340.113 0.484816
23 Fe14 350.113 0.489907
23 Fe14 360.114 0.492194
23 Fe14 370.114 0.497736
23 Fe14 380.114 0.501521
23 Fe14 390.115 0.505855
23 Fe14 400.115 0.50907
23 Fe14 410.116 0.512659
23 Fe14 420.116 0.516815
23 Fe14 430.116 0.520585
23 Fe14 440.117 0.523564
23 Fe14 450.117 0.526792
23 Fe14 460.117 0.529227
23 Fe14 470.118 0.533438
23 Fe14 480.118 0.536149
23 Fe14 490.119 0.540373
T= 490.119 Sum_i(J(m_i, T))
   
24 Fe15 0.100004 0.406445
24 Fe15 10.1004 0.401803
24 Fe15 20.1008 0.400104
24 Fe15 30.1011 0.402944
24 Fe15 40.1015 0.408537
24 Fe15 50.1019 0.415073
24 Fe15 60.1023 0.421862
24 Fe15 70.1027 0.429888
24 Fe15 80.103 0.436989
24 Fe15 90.1034 0.443698
24 Fe15 100.104 0.45152
24 Fe15 110.104 0.456296
24 Fe15 120.105 0.462602
24 Fe15 130.105 0.468525
24 Fe15 140.105 0.47554
24 Fe15 150.106 0.481798
24 Fe15 160.106 0.487032
24 Fe15 170.106 0.492106
24 Fe15 180.107 0.49771
24 Fe15 190.107 0.503099
24 Fe15 200.108 0.507778
24 Fe15 210.108 0.512563
24 Fe15 220.108 0.517196
24 Fe15 230.109 0.520902
24 Fe15 240.109 0.526456
24 Fe15 250.109 0.532148
24 Fe15 260.11 0.534826
24 Fe15 270.11 0.538159
24 Fe15 280.111 0.545024
24 Fe15 290.111 0.548778
24 Fe15 300.111 0.552402
24 Fe15 310.112 0.552591
24 Fe15 320.112 0.557927
24 Fe15 330.113 0.562855
24 Fe15 340.113 0.564332
24 Fe15 350.113 0.570003
24 Fe15 360.114 0.571923
24 Fe15 370.114 0.575453
24 Fe15 380.114 0.578842
24 Fe15 390.115 0.581057
24 Fe15 400.115 0.584067
24 Fe15 410.116 0.587375
24 Fe15 420.116 0.591055
24 Fe15 430.116 0.595195
24 Fe15 440.117 0.597371
24 Fe15 450.117 0.600711
24 Fe15 460.117 0.602305
24 Fe15 470.118 0.604611
24 Fe15 480.118 0.60903
24 Fe15 490.119 0.611581
T= 490.119 Sum_i(J(m_i, T))
   
25 Fe16 0.100004 0.850105
25 Fe16 10.1004 0.809049
25 Fe16 20.1008 0.773181
25 Fe16 30.1011 0.746619
25 Fe16 40.1015 0.728306
25 Fe16 50.1019 0.716473
25 Fe16 60.1023 0.707193
25 Fe16 70.1027 0.702972
25 Fe16 80.103 0.698552
25 Fe16 90.1034 0.698456
25 Fe16 100.104 0.696739
25 Fe16 110.104 0.697051
25 Fe16 120.105 0.69875
25 Fe16 130.105 0.696262
25 Fe16 140.105 0.699371
25 Fe16 150.106 0.700259
25 Fe16 160.106 0.701849
25 Fe16 170.106 0.703462
25 Fe16 180.107 0.705689
25 Fe16 190.107 0.708383
25 Fe16 200.108 0.710127
25 Fe16 210.108 0.711372
25 Fe16 220.108 0.714608
25 Fe16 230.109 0.717299
25 Fe16 240.109 0.718522
25 Fe16 250.109 0.722325
25 Fe16 260.11 0.723651
25 Fe16 270.11 0.724745
25 Fe16 280.111 0.72789
25 Fe16 290.111 0.72997
25 Fe16 300.111 0.73198
25 Fe16 310.112 0.735078
25 Fe16 320.112 0.735827
25 Fe16 330.113 0.740038
25 Fe16 340.113 0.739525
25 Fe16 350.113 0.742665
25 Fe16 360.114 0.743752
25 Fe16 370.114 0.746711
25 Fe16 380.114 0.74885
25 Fe16 390.115 0.751041
25 Fe16 400.115 0.753947
25 Fe16 410.116 0.754664
25 Fe16 420.116 0.756853
25 Fe16 430.116 0.760084
25 Fe16 440.117 0.758215
25 Fe16 450.117 0.761527
25 Fe16 460.117 0.764489
25 Fe16 470.118 0.766964
25 Fe16 480.118 0.768844
25 Fe16 490.119 0.770747
T= 490.119 Sum_i(J(m_i, T))
   
26 Fe17 0.100004 0.104232
26 Fe17 10.1004 0.125442
26 Fe17 20.1008 0.15008
26 Fe17 30.1011 0.170493
26 Fe17 40.1015 0.18754
26 Fe17 50.1019 0.202639
26 Fe17 60.1023 0.217183
26 Fe17 70.1027 0.229185
26 Fe17 80.103 0.24057
26 Fe17 90.1034 0.252719
26 Fe17 100.104 0.261551
26 Fe17 110.104 0.271441
26 Fe17 120.105 0.280728
26 Fe17 130.105 0.290166
26 Fe17 140.105 0.297266
26 Fe17 150.106 0.305303
26 Fe17 160.106 0.31309
26 Fe17 170.106 0.32036
26 Fe17 180.107 0.327165
26 Fe17 190.107 0.333687
26 Fe17 200.108 0.340055
26 Fe17 210.108 0.346931
26 Fe17 220.108 0.352266
26 Fe17 230.109 0.359164
26 Fe17 240.109 0.363863
26 Fe17 250.109 0.369745
26 Fe17 260.11 0.375429
26 Fe17 270.11 0.381824
26 Fe17 280.111 0.385905
26 Fe17 290.111 0.390355
26 Fe17 300.111 0.396196
26 Fe17 310.112 0.400897
26 Fe17 320.112 0.405176
26 Fe17 330.113 0.409248
26 Fe17 340.113 0.414598
26 Fe17 350.113 0.418293
26 Fe17 360.114 0.422743
26 Fe17 370.114 0.426429
26 Fe17 380.114 0.431391
26 Fe17 390.115 0.436405
26 Fe17 400.115 0.439785
26 Fe17 410.116 0.442765
26 Fe17 420.116 0.447686
26 Fe17 430.116 0.449313
26 Fe17 440.117 0.454916
26 Fe17 450.117 0.460356
26 Fe17 460.117 0.462254
26 Fe17 470.118 0.465821
26 Fe17 480.118 0.467869
26 Fe17 490.119 0.473359
T= 490.119 Sum_i(J(m_i, T))
   
27 Fe18 0.100004 1.35839
27 Fe18 10.1004 1.35487
27 Fe18 20.1008 1.35126
27 Fe18 30.1011 1.34762
27 Fe18 40.1015 1.3437
27 Fe18 50.1019 1.33986
27 Fe18 60.1023 1.33575
27 Fe18 70.1027 1.33188
27 Fe18 80.103 1.32757
27 Fe18 90.1034 1.32249
27 Fe18 100.104 1.31775
27 Fe18 110.104 1.31282
27 Fe18 120.105 1.30876
27 Fe18 130.105 1.30274
27 Fe18 140.105 1.29858
27 Fe18 150.106 1.29258
27 Fe18 160.106 1.28702
27 Fe18 170.106 1.28203
27 Fe18 180.107 1.27617
27 Fe18 190.107 1.27172
27 Fe18 200.108 1.26445
27 Fe18 210.108 1.2592
27 Fe18 220.108 1.25379
27 Fe18 230.109 1.24887
27 Fe18 240.109 1.24364
27 Fe18 250.109 1.23837
27 Fe18 260.11 1.23292
27 Fe18 270.11 1.22782
27 Fe18 280.111 1.22374
27 Fe18 290.111 1.21944
27 Fe18 300.111 1.21453
27 Fe18 310.112 1.21067
27 Fe18 320.112 1.20378
27 Fe18 330.113 1.20289
27 Fe18 340.113 1.19754
27 Fe18 350.113 1.19402
27 Fe18 360.114 1.19014
27 Fe18 370.114 1.18735
27 Fe18 380.114 1.18223
27 Fe18 390.115 1.18107
27 Fe18 400.115 1.17677
27 Fe18 410.116 1.17363
27 Fe18 420.116 1.17024
27 Fe18 430.116 1.1656
27 Fe18 440.117 1.16459
27 Fe18 450.117 1.16135
27 Fe18 460.117 1.15867
27 Fe18 470.118 1.15532
27 Fe18 480.118 1.15386
27 Fe18 490.119 1.15223
T= 490.119 Sum_i(J(m_i, T))
   
28 Fe19 0.100004 0.399731
28 Fe19 10.1004 0.397641
28 Fe19 20.1008 0.396022
28 Fe19 30.1011 0.394843
28 Fe19 40.1015 0.395635
28 Fe19 50.1019 0.397152
28 Fe19 60.1023 0.399428
28 Fe19 70.1027 0.403199
28 Fe19 80.103 0.407587
28 Fe19 90.1034 0.41039
28 Fe19 100.104 0.414812
28 Fe19 110.104 0.419253
28 Fe19 120.105 0.425185
28 Fe19 130.105 0.427978
28 Fe19 140.105 0.432205
28 Fe19 150.106 0.436702
28 Fe19 160.106 0.441316
28 Fe19 170.106 0.445568
28 Fe19 180.107 0.449972
28 Fe19 190.107 0.453625
28 Fe19 200.108 0.45861
28 Fe19 210.108 0.460874
28 Fe19 220.108 0.466083
28 Fe19 230.109 0.470214
28 Fe19 240.109 0.473796
28 Fe19 250.109 0.476245
28 Fe19 260.11 0.480222
28 Fe19 270.11 0.485443
28 Fe19 280.111 0.488245
28 Fe19 290.111 0.491388
28 Fe19 300.111 0.494502
28 Fe19 310.112 0.498013
28 Fe19 320.112 0.502282
28 Fe19 330.113 0.504949
28 Fe19 340.113 0.508398
28 Fe19 350.113 0.510364
28 Fe19 360.114 0.513417
28 Fe19 370.114 0.517319
28 Fe19 380.114 0.519558
28 Fe19 390.115 0.523515
28 Fe19 400.115 0.526358
28 Fe19 410.116 0.529413
28 Fe19 420.116 0.532591
28 Fe19 430.116 0.535699
28 Fe19 440.117 0.536542
28 Fe19 450.117 0.54068
28 Fe19 460.117 0.543058
28 Fe19 470.118 0.54529
28 Fe19 480.118 0.548421
28 Fe19 490.119 0.551081
T= 490.119 Sum_i(J(m_i, T))
   
29 Fe20 0.100004 1.05936
29 Fe20 10.1004 1.05242
29 Fe20 20.1008 1.04511
29 Fe20 30.1011 1.03786
29 Fe20 40.1015 1.03001
29 Fe20 50.1019 1.02216
29 Fe20 60.1023 1.0137
29 Fe20 70.1027 1.00495
29 Fe20 80.103 0.996718
29 Fe20 90.1034 0.988667
29 Fe20 100.104 0.978934
29 Fe20 110.104 0.972018
29 Fe20 120.105 0.964376
29 Fe20 130.105 0.957062
29 Fe20 140.105 0.951843
29 Fe20 150.106 0.945411
29 Fe20 160.106 0.939886
29 Fe20 170.106 0.933764
29 Fe20 180.107 0.929125
29 Fe20 190.107 0.925675
29 Fe20 200.108 0.919715
29 Fe20 210.108 0.916556
29 Fe20 220.108 0.913597
29 Fe20 230.109 0.909662
29 Fe20 240.109 0.908039
29 Fe20 250.109 0.906097
29 Fe20 260.11 0.904291
29 Fe20 270.11 0.901578
29 Fe20 280.111 0.89826
29 Fe20 290.111 0.896847
29 Fe20 300.111 0.895005
29 Fe20 310.112 0.892322
29 Fe20 320.112 0.892623
29 Fe20 330.113 0.890045
29 Fe20 340.113 0.890355
29 Fe20 350.113 0.889397
29 Fe20 360.114 0.888424
29 Fe20 370.114 0.887213
29 Fe20 380.114 0.886671
29 Fe20 390.115 0.886866
29 Fe20 400.115 0.883858
29 Fe20 410.116 0.883377
29 Fe20 420.116 0.884675
29 Fe20 430.116 0.884517
29 Fe20 440.117 0.885498
29 Fe20 450.117 0.884321
29 Fe20 460.117 0.886107
29 Fe20 470.118 0.885097
29 Fe20 480.118 0.885649
29 Fe20 490.119 0.884694
T= 490.119 Sum_i(J(m_i, T))
   
30 Fe21 0.100004 1.16505
30 Fe21 10.1004 1.15913
30 Fe21 20.1008 1.15281
30 Fe21 30.1011 1.14626
30 Fe21 40.1015 1.13968
30 Fe21 50.1019 1.1327
30 Fe21 60.1023 1.12553
30 Fe21 70.1027 1.11797
30 Fe21 80.103 1.11061
30 Fe21 90.1034 1.1023
30 Fe21 100.104 1.0951
30 Fe21 110.104 1.08767
30 Fe21 120.105 1.07943
30 Fe21 130.105 1.07334
30 Fe21 140.105 1.06622
30 Fe21 150.106 1.06013
30 Fe21 160.106 1.05314
30 Fe21 170.106 1.04698
30 Fe21 180.107 1.0406
30 Fe21 190.107 1.03571
30 Fe21 200.108 1.03106
30 Fe21 210.108 1.02566
30 Fe21 220.108 1.02163
30 Fe21 230.109 1.01765
30 Fe21 240.109 1.01436
30 Fe21 250.109 1.00845
30 Fe21 260.11 1.00693
30 Fe21 270.11 1.00186
30 Fe21 280.111 0.998962
30 Fe21 290.111 0.994262
30 Fe21 300.111 0.993563
30 Fe21 310.112 0.989807
30 Fe21 320.112 0.986148
30 Fe21 330.113 0.985927
30 Fe21 340.113 0.982866
30 Fe21 350.113 0.979859
30 Fe21 360.114 0.980604
30 Fe21 370.114 0.977212
30 Fe21 380.114 0.975037
30 Fe21 390.115 0.974398
30 Fe21 400.115 0.972495
30 Fe21 410.116 0.970956
30 Fe21 420.116 0.970459
30 Fe21 430.116 0.971143
30 Fe21 440.117 0.968004
30 Fe21 450.117 0.967298
30 Fe21 460.117 0.964871
30 Fe21 470.118 0.965789
30 Fe21 480.118 0.963664
30 Fe21 490.119 0.963432
T= 490.119 Sum_i(J(m_i, T))
   
31 Fe22 0.100004 0.647778
31 Fe22 10.1004 0.642247
31 Fe22 20.1008 0.637042
31 Fe22 30.1011 0.631374
31 Fe22 40.1015 0.625959
31 Fe22 50.1019 0.621588
31 Fe22 60.1023 0.617488
31 Fe22 70.1027 0.615576
31 Fe22 80.103 0.611235
31 Fe22 90.1034 0.610031
31 Fe22 100.104 0.608056
31 Fe22 110.104 0.60691
31 Fe22 120.105 0.606654
31 Fe22 130.105 0.607222
31 Fe22 140.105 0.607051
31 Fe22 150.106 0.606409
31 Fe22 160.106 0.607888
31 Fe22 170.106 0.609691
31 Fe22 180.107 0.610232
31 Fe22 190.107 0.611565
31 Fe22 200.108 0.611761
31 Fe22 210.108 0.61296
31 Fe22 220.108 0.614555
31 Fe22 230.109 0.616186
31 Fe22 240.109 0.617015
31 Fe22 250.109 0.617484
31 Fe22 260.11 0.6205
31 Fe22 270.11 0.621793
31 Fe22 280.111 0.624936
31 Fe22 290.111 0.625701
31 Fe22 300.111 0.626503
31 Fe22 310.112 0.629787
31 Fe22 320.112 0.63137
31 Fe22 330.113 0.633495
31 Fe22 340.113 0.634323
31 Fe22 350.113 0.637063
31 Fe22 360.114 0.638404
31 Fe22 370.114 0.639082
31 Fe22 380.114 0.642095
31 Fe22 390.115 0.644822
31 Fe22 400.115 0.646699
31 Fe22 410.116 0.64886
31 Fe22 420.116 0.651342
31 Fe22 430.116 0.651398
31 Fe22 440.117 0.652555
31 Fe22 450.117 0.654587
31 Fe22 460.117 0.655267
31 Fe22 470.118 0.660777
31 Fe22 480.118 0.659417
31 Fe22 490.119 0.662642
T= 490.119 Sum_i(J(m_i, T))
   
32 Fe23 0.100004 0.798504
32 Fe23 10.1004 0.71249
32 Fe23 20.1008 0.660664
32 Fe23 30.1011 0.637835
32 Fe23 40.1015 0.627933
32 Fe23 50.1019 0.625382
32 Fe23 60.1023 0.62533
32 Fe23 70.1027 0.627441
32 Fe23 80.103 0.627161
32 Fe23 90.1034 0.631053
32 Fe23 100.104 0.635761
32 Fe23 110.104 0.637527
32 Fe23 120.105 0.641181
32 Fe23 130.105 0.644053
32 Fe23 140.105 0.648935
32 Fe23 150.106 0.652881
32 Fe23 160.106 0.657078
32 Fe23 170.106 0.659543
32 Fe23 180.107 0.661892
32 Fe23 190.107 0.665683
32 Fe23 200.108 0.669435
32 Fe23 210.108 0.673007
32 Fe23 220.108 0.676703
32 Fe23 230.109 0.681999
32 Fe23 240.109 0.683572
32 Fe23 250.109 0.68692
32 Fe23 260.11 0.69045
32 Fe23 270.11 0.690648
32 Fe23 280.111 0.695186
32 Fe23 290.111 0.696887
32 Fe23 300.111 0.701907
32 Fe23 310.112 0.703703
32 Fe23 320.112 0.704737
32 Fe23 330.113 0.710072
32 Fe23 340.113 0.709678
32 Fe23 350.113 0.713314
32 Fe23 360.114 0.717278
32 Fe23 370.114 0.720157
32 Fe23 380.114 0.721708
32 Fe23 390.115 0.723072
32 Fe23 400.115 0.725993
32 Fe23 410.116 0.730094
32 Fe23 420.116 0.733279
32 Fe23 430.116 0.733173
32 Fe23 440.117 0.735225
32 Fe23 450.117 0.73803
32 Fe23 460.117 0.741122
32 Fe23 470.118 0.742067
32 Fe23 480.118 0.744669
32 Fe23 490.119 0.746795
T= 490.119 Sum_i(J(m_i, T))
   
33 Fe24 0.100004 0.42011
33 Fe24 10.1004 0.419058
33 Fe24 20.1008 0.417664
33 Fe24 30.1011 0.416495
33 Fe24 40.1015 0.416788
33 Fe24 50.1019 0.417029
33 Fe24 60.1023 0.418913
33 Fe24 70.1027 0.42072
33 Fe24 80.103 0.422207
33 Fe24 90.1034 0.425314
33 Fe24 100.104 0.428155
33 Fe24 110.104 0.432279
33 Fe24 120.105 0.436164
33 Fe24 130.105 0.439322
33 Fe24 140.105 0.443094
33 Fe24 150.106 0.446323
33 Fe24 160.106 0.449325
33 Fe24 170.106 0.453198
33 Fe24 180.107 0.457389
33 Fe24 190.107 0.461022
33 Fe24 200.108 0.46404
33 Fe24 210.108 0.468391
33 Fe24 220.108 0.471942
33 Fe24 230.109 0.474356
33 Fe24 240.109 0.478081
33 Fe24 250.109 0.481673
33 Fe24 260.11 0.485535
33 Fe24 270.11 0.487735
33 Fe24 280.111 0.490393
33 Fe24 290.111 0.493875
33 Fe24 300.111 0.497892
33 Fe24 310.112 0.500879
33 Fe24 320.112 0.503687
33 Fe24 330.113 0.508741
33 Fe24 340.113 0.509831
33 Fe24 350.113 0.513657
33 Fe24 360.114 0.515817
33 Fe24 370.114 0.518748
33 Fe24 380.114 0.522308
33 Fe24 390.115 0.524106
33 Fe24 400.115 0.527248
33 Fe24 410.116 0.532788
33 Fe24 420.116 0.533655
33 Fe24 430.116 0.534823
33 Fe24 440.117 0.538931
33 Fe24 450.117 0.539992
33 Fe24 460.117 0.542949
33 Fe24 470.118 0.545717
33 Fe24 480.118 0.547677
33 Fe24 490.119 0.550722
T= 490.119 Sum_i(J(m_i, T))
   
34 Fe25 0.100004 6.436
34 Fe25 10.1004 6.436
34 Fe25 20.1008 6.436
34 Fe25 30.1011 6.436
34 Fe25 40.1015 6.436
34 Fe25 50.1019 6.436
34 Fe25 60.1023 6.436
34 Fe25 70.1027 6.436
34 Fe25 80.103 6.436
34 Fe25 90.1034 6.436
34 Fe25 100.104 6.436
34 Fe25 110.104 6.436
34 Fe25 120.105 6.436
34 Fe25 130.105 6.436
34 Fe25 140.105 6.436
34 Fe25 150.106 6.436
34 Fe25 160.106 6.436
34 Fe25 170.106 6.436
34 Fe25 180.107 6.436
34 Fe25 190.107 6.436
34 Fe25 200.108 6.436
34 Fe25 210.108 6.436
34 Fe25 220.108 6.436
34 Fe25 230.109 6.436
34 Fe25 240.109 6.436
34 Fe25 250.109 6.436
34 Fe25 260.11 6.436
34 Fe25 270.11 6.436
34 Fe25 280.111 6.436
34 Fe25 290.111 6.436
